,Text
10,"
I have been accepted for a Ph.D. program at Texas Tech University. However, I am currently facing some issues with activating my eRaider account.
I am unsure of how to proceed with the activation process and would appreciate any guidance or assistance from individuals who are familiar with the process. If anyone has knowledge on how to activate an eRaider account, kindly share your insights in the comments section.
Your help would be greatly appreciated, as activating my 
eRaider account is crucial to accessing essential resources such as the university's online library, email services, and Blackboard.
"
11,"
Hi folks, 
My F1 visa recently got accepted, but due to unavailablity of accomodation, high ticket price, and some personal reasons I am intending to defer my one semester. 
I would like to know if I defer my semester, do I have to give an interview again for F1 visa and what're the cons of deferring our semester. Kindly enlighten!
"
12,"
Date: 23rd of may
Location: Ankara 
Status: Alhamdulilah Approved 
Interview:
Note: I had a prior refusal 6 months ago, it was my second time.
Officer: Why do you wanna go to USA?
Me: Well officer I want to go to pursue my bachelors degree in business administration, I applied for two universities and got accepted from both of them plus received scholarship. But the reason I chooses this degree, my uncle graduated from the same degree from uk now he is working in United Nations as regional administrator. I basically want to follow his career path.
Officer: ok who is sponsoring you?
Well first I received a scholarship from the university and my parents are doctors we have private clinic and private pharmacy additionally we have XYZ amount of property. Beside if necessary my uncle is also sponsoring me so I have a very stable financial situation.
Officer: do you have any relatives in us.
Me: no 
Officer: you sure any ?
Me: yeah I have but I lost contact with them many years ago.
Officer: OK
Why your family don’t wanna go to the USA.
Me: cause they have property and business.
Silent for a minute:
I want to start again:
Me: actually,………
Officer: smiled. Wait calm down. It’s enough.
Congratulations your visa is approved.
Note: Alhamdulilah my visa was approved.
Trust Allah and recite لا یستوی Ayat before interview and inshallah you will get your visa.
Always  trust Allah. 
If you guys have any questions. I’m gladly here to help.
"
13,"
Salam everyone. I have been accepted for MS in Business Analytics program Fall 2023 in following universities: 
•University of Dallas, Irving Texas
•Mercer University, Georgia
With which university should I proceed further. Anyone from these universities?
"
14,"
Admin please approved!! 
I applied in 25 universities and accepted in 9 of them so it's necessary to told them the right number of universities I applied?? Or it's fine to say I apply in 10 universities and accepted in 9
"
15,"
I have a question? 
I have been accepted to one community college and 2 universities.
I have a study gap of almost 6 years but all of it is justified. 
One 
of the universities did ask and asked for my resume as I was working for the past 6 years.
I have my interview in the last of october. 
Any tips?
"
16,"
Status: Refused & 4th Attempt
28 August 2023
Consulate: Islamabad, Pakistan.
VO: counter 15, Male officer in mid 30s
University- Tennessee State University 
Degree: PhD in Economics 
Counter: 15
VO: Pass me your passports
ME: Good Morning, Here it is.
VO: Good Morning to you
Me: Thanks
VO: Why you want to go US?
Me: I am going to US to pursue my PhD in Economics, There are couples of reasons why I am going to US, first of all I am following research articles of US professors they did splendid job especially for the field of economics and finance generated renowed economists and researchers evidenced by their discoveries and research publications.
In addition studying in US will help me to produce Novel dissertation that will enhance my academic and research skills. IAfter finishing my PhD, I will have edge with compare to other faculty because of my PhD from US. These are all the reasons I made my mind earlier to go for PhD in USA. 
VO: Already before you rejected three times for a Master degree, but now for a PhD why?
Me: My long term goal was and is PhD but this time I got admitted into PhD, because after finishing my PhD I will go for Academia jobs.
VO: This PhD is five years program, What you will do in these five years?
Me: I will study first 2 years course work then remaining years a doctoral level dissertation. Moreover since I have Graduate teaching assistantship I will also collobarate with faculty members in teaching undergraduate courses.
VO: HM, Why this course?
Me: Because I have my bachelor and Master degree in Economics and eager to do PhD in same field. This degree will help me to find a position in highly ranked university as assistant professor in future.
VO: How many universities you applied?
Me:  I applied to 3 universities and got accepted only in this university with fully paid scholarship and graduate assistantship position.
(There was a pause and visa officer was thinking to approve or denied me, As there was silence Then I also started on my intended advisor, his research work that aligns my research area, He was moving his head then saddenly below happened)
Vo: I can't approved your visa, I am sorry.
Me: Please sir reconsider your decision and this is my 4th attempt a PhD will 100% scholarship. 
VO: I can't reconsider.
Me: May I know the reason? If you think I am potential immigrant don't worry, my petition is in process but I don't want to waste this opportunity.
VO: Its not problem with your immigration petition, but from your communication skills I made this decision.
Me: Left the embassy with lots of frustration and the interview lasted for five minutes.
"
17,"
I got accepted into a kind not well-known state university(not very diversed , predominantly white ) they gave me a 12k a year scholarship. A 75% off the first semester. The total fees are around 21k$ a year for a master’s in CS. There is also 13k for room & board, supplies. They said I need to take the GRE before the end of the first semester. I know the decision is mine, but does it worth it if the university is ranked low ? How  likely are they to add more $ to the current 
scholarship if I request it? Thanks
"
18,"
I got accepted in villanova university for PhD, i dont have any professor acceptance and IELTS, instead of ielts they took an interview to judge my english language i cleared that, my question in what are the chances of getting visa without ielts and professor concent thanks
"
19,"
My F-1 visa got accepted today at Islamabad consulate, Alhamdulillah. VO just asked me the reason for going to USA and what would I do with my PhD degree in future.
However, my husband's (F-2) visa got into administrative processing due to his field in TAL and his current job. He clearly explained to the VO that he wouldn't be working in the states as he is not allowed to do so. VO returned his passport with 221g and said that there's nothing to be worried about, he just needs 
to upload his resume and publications list.
Has anyone faced a similar situation? If yes, how much time did it take for F-2 processing if F-1 was already approved?
"
20,"
So I got my Visa accepted today and here is my experience
I had a 10am appointment but it exceeded till 11. Khair there were so many rejections that i saw in front of me while i was standing in the que. I got admission in Mercer University in Atlanta
Interviewer: What course are you going for?
Me: Masters in Buisness Analytics
Interviewer: Are you currently doing any job?
Me: 
No sir i have just been graduated in September
Interviewer: Who is going to pay for studies?
Me: My father
Interviewer: What is his profession?
Me: He is in a Mangerial position in a reputable Hospital in Karachi (Bank statement given along with bank Maintenance)
Interviewer: Which hospital?
Me: *answered*
Interviewer: Is any of your brother or sister in US?
Me: No sir
Interviewer: What are your plans after this degree?
Me: With a foreign degree and a couple of years experience i want to come back to my country and appoint as buisness Analyst in a Multinational Company
Interview: Your visa is approved
Me: Thankyou
"
21,"
Hi everyone.
Just wanted to get some info.
I have been accepted from the following universities:
1- University of Iowa (MS Data Science)
2- 
Michigan State University (MS Data Science)
3- Wayne State University (MS Data Science & Business Analytics)
4- San Francisco State University (MS Data Science & Artificial Intelligence)
It is a cliched question, but which university should I go for, keeping factors such as living cost, tuition, job opportunities, etc. Unfortunately, haven't got any financial/graduate assistantship yet. Will it be a wise option to raise student loan from mpower/prodigy finance?
"
22,"
F1 Visa interview experience 
earlier it was on 31st of july and was rescheduled to 11th August 2023
Islamabad consulate
8am 
visa status: approved in the first attempt alhamdullilah… 
See more
"
23,"
F1 Visa Interview Experience, 26th September 
Karachi Embassy  
1st Attempt, Approved and Issued 
Illinois Institute of Technology, LLM Spring semester 2024.
It 
was a smooth process from start to finish.
Vo: Good Morning, pass me your documents.
Me: Good morning, here.
Vo: Why you are going to the USA?
Me: I am going for my master's LLM from IIT.
Vo: How many universities you have applied to?
Me: I applied to 4 universities and got accepted to 3 of them with 25-50% scholarships, and one of them hasn't gotten back to me yet.
Vo: So you are going for a master's in science? (I think this was a trick to confuse me).
Me: No, I'm going for my master's in law since I did my undergrad in law.
Vo: When and where did you get your undergrad degree?
Me: From the University of London in 2021
Vo: Why don't you have a UK student visa stamp on your passport?
Me: I did my LLB via an affiliated institute in Karachi.
(During this time, she was checking my passport).
Vo: Have you ever traveled abroad?
Me: Yes, I've been to the UK and Saudi Arabia 
Vo: You got a scholarship and these are your family funds, right? (Pointing at my I20)
Me: Yes, (My total funds were more than the expenses listed on the I20).
Vo: OK, who is going to sponsor you?
Me: My father will be sponsoring me and explained all the details. 
Vo: Does your father have a visa?
Me: Yes, 
(I thought she was talking about the UK visa at this point, but she was asking about the US visa. Corrected myself and told her No).
Vo: What are your future plans?
Me: My plan is to come back and start my own practice here in international law. 
Vo: OK, I am approving your visa. You’ll get your passport within a week and here’s the slip.
These are a few tips I learned from my whole experience.
- Do your paperwork from filing your ds160 to the interview appointment. I made a slight mistake in my ds160 and changed my form before the interview. 
- Be confident during the interview, it matters a lot. They scrutinize the body language and attitude of the applicant. 
- If you're not sure, ask around in the group. I posted many times with my queries and asked members for help.
- Reach out to the universities repeatedly for your concerns, they’ll help you in every way possible.
- Watch Argo Visa Interviews, they are so helpful and accurate. 
- Take this interview as a normal interview. It’s a normal process. Usually I overthink things, but the day before the interview I stopped myself from reading interview posts and anything related to it. It eased my nerves a lot. I was way more relaxed than my family members lol.
- And the most important thing is to pray and make lots of dua. InshaAllah you’ll be fine.
"
24,"
I am a graduate student in USA and recently got on campus employment. My university payroll department informed me that ""Because you are from Pakistan, you are eligible for a tax treaty benefit in the amount of $5,000 per calendar year. This means that the first $5,000 of your income, if you choose to accept this benefit, will be exempt from Federal and State income taxes"". My question are 1) it is ok to accept this tax exemption. 2) whether this will have any long term 
negative impact? 3) are there hidden/not known consequences associated with accepting this exemption.  Thank you so much for your help!
"
25,"
I got accepted in University of New Haven for MS mechanical Engineering 2022 Fall.
The university has emailed me the acceptance letter only. They said that in 7-9 days, I’ll be informed whether I got the scholarship or not.
They asked me for the Financial documents like band statement and affidavit to proceed with my I-20.
My 
question to this group is that:
What will be the process after I get my I-20?
I have zero idea about it.
Please guide.
"
26,"
Visa Status: Approved.
1st Attempt
Karachi Embassy
Degree: MS in Marketing Analytics.
Interview Date: August 28th, 2023.
The Visa Officer (VO) was a lady in her mid-40s, wearing glasses.
VO: Hello, good morning.
Me: Good morning.
VO: Please pass me your passport and I-20, please.
Me: Here you go (handed them over).
VO: (Looking at my I-20) Are you going for your bachelor's or master's?
Me: Master's.
VO: What course?
Me: I'm going to pursue my Master's in Marketing Analytics.
VO: Okay, why this university?
Me: I chose this university because of its unique curriculum, which combines IT and Business courses with my major.
VO: How many universities did you apply to?
Me: Only Pace, because I was accepted, so there was no need to apply elsewhere.
Vo: What field did you studied in your bachelors? 
Me: Media Studies 
VO: Do you have any relatives in the United States?
Me: No, ma'am, I don't have any family members in the United States.
VO: I see that you have traveled to India as well. Why?
Me: I visited India when I was in the early 20's on my mother's passport. My mother's family and relatives are from India. I was 3-4 years old at that time.
VO: And?
Me: I also traveled to Saudi Arabia in 2007. Additionally, in the last 6 months, I've been to Singapore and Dubai.
VO: Who is sponsoring your education?
Me: My father.
VO: What does he do?
Me: I explained.
VO: Do you live with your parents? (Also, where do you live?)
Me: Yes, I live with my parents at [].
VO: When did you complete your bachelor's?
Me: I completed my bachelor's degree in 2021.
VO: Since then, what have you been doing?
Me: I shared my activities.
VO: Alright, here's your slip. Enjoy your studies.
Me: Thank you.
I was very nervous when I arrived at the embassy, but when I went inside and saw the relaxed environment, I started feeling more at ease. The atmosphere was very comfortable, and seeing that made my confidence boost. I spoke with the Visa Officer in a friendly manner, as if I was having a conversation with a friend. I had prepared long answers, but during the interview, I only spoke when necessary and avoided giving unnecessary details.
I want to tell all of you that feeling nervous is valid. It's okay to be nervous, and that's completely normal. Just don't stress out. I can't express how nervous and stressed I was, but once I was there, the environment made it easy, and I was able to manage my nervousness. One more important thing: hold on tightly to your faith in ALLAH. Our success is not because of our efforts alone, it's by the will of Allah. Get close to Him and put your trust in Him. Pray Tahajjud and Nawafil, and have faith in every aspect of your journey. They really helped me stay relaxed.
Additionally, this group also played a significant role in helping me. If your DS-160 form is filled out correctly, you have all the required tests and documents, then you're on the right track to get your visa.
"
27,"
Admin please approve this post. Its a genuine question ! 
I have gotten accepted into the community college and I recently received my i-20.
So now I'm looking forward to find an appointment and in order for f-1 visa requirements I'll need many things 
but there's one thing I'm not sure and I wanted to ask y'all in the group.
So 
my father is an investor in real state and we don't have any proper income source to declare but we do have 40k usd to show bank statements 
I mean to say that we are able to show the funds but we are not able to show the income source because it's not declared to the government  but we can show the contracts of different investments in different real state but it won't be able to verify ! 
I don't live in pakistan. 
can I please know how important is a proper income source ? does it really matters? does it really needs to be declared to the government  ? 
Thanks alot 
1
Like
Comment
Send
Facebook
Facebook
Facebook
Facebook
Facebook
Facebook
Facebook"
28,"
How to prepare for my f1 visa interview. I got accepted by 7 universities. I have good grades in 12th. I applied to 12 Universities and got accepted by 7 universities. This is a positive point or a negative one.
"
29,"
MS 3.83/4 cgpa
BS 3.11/4 cgpa
2 internships 
I am looking to apply for phD in USA with scholarships. 2 professors are ready to accept me still need to go through admissions process.
I have negative thoughts that my profile is not strong enough might get rejected 
. I was involved in different projects/ research but have no publications yet. 
Any 
suggestions?
"
30,"
Got accepted Alhamdullilah 
University: Adelphi university NY
Major: physical education and nutrition 
VO just asked two questions
1.Why this university? 
2.Why this subject?
It literally took 2 minutes. Thankyou so much people for your prayers 
"
31,"
Visa interview
Islamabad
Texas A&M university
5th Aug: 11:30am
Vo: Hello
Me:hello sir 
Vo: i need u to do your finger prints. (Messed up with left hand once)
Me:done
Vo: alright pass me those documents.
Me: here
Vo: so why are you going to the Us?
Me: I'm going to pursue my bachelor's degree in health sciences at texas a&m university.
Vo: how many universities did you apply to?
Me: about 13 universities, I got accepted from a few.
Vo: and which ones did u get accepted from?
Me: i got accepted from the university of Hartford, texas a&m and university of---uh and I had a correspondence with the Baylor university.
Vo: ok, so why did you choose this university?
Me: well it has quite good ranking regarding my course, its listed as the 28th best medical university in terms of health care management and in biological scien---
Vo: alright so do you have any relatives in the Us?
Me: Yes, an uncle of mine lives there with his family.
Vo: where do they live?
Me: Irving (accident said the old address)
Vo: California?-- what state?
Me: no not California, its in Dallas at Texas.
Vo: alright and what does he do?
Me: his work is associated with transport but I don't really know much about that.
Vo: oh okay, so whose going to sponsor you?
Me: my father will
Vo: and what does he do?
Me: told
Vo: (going though my docs) have you ever been to the Us before?
Me: yes, twice
Vo: okay. (Keeps typing and looking through stuff for about a minute or two).
Vo: alright, I'm approving your visa, but we'll be keeping your passport for further processing. You will receive it within 1-2weeks.
There were some 30 candidates I saw that day and out of them only 2 girls & me myself got approved. One common thing between me and one of those girls was that we both had been to the Us before. Me twice for visiting and her for her bachelors(now going for masters I believe).
"
32,"
Visa Interview
Islamabad 
Georgia State University
28th July: 11 am
Me:- Hello Sir! How are you?
VO:- 
Pass me your documents please.[No reply of Hello, kinda rude ;( ]
Me:- Passed. 
Fingerprints Done.
VO:- Okay, So its Masters?
Me:- No, its Bachelor.
VO:- Oh ok! So how did you get the scholarship?
Me:- It was merit-based scholarship and it was based on my high school GPA.
VO:- Who is going to pay the rest of your tuition fee?
Me:- My father will be paying for that.
VO:- And what does he do for the living?
Me:- Told
VO:- How many universities did you apply for?
Me:- I applied to round about 19 universities and got accepted from few of emm and got rejected from few of emm.
VO:- Oh wow! Any relatives living in the United States?
Me:- Yes, my cousin lives there.
VO:- Okay, I'm approving your visa, you'll get your passport in a few days, keep looking at your emails.
Me:- Thank you.
"
33,"
I have been accepted to George Washington university for masters fall 23, additional to that i also got fellowship award of $12k. Now I just want to ask from senior group members that university is asking for pay $2000 deposit to hold place in class , now what should I do knowing the fact that interview dates are not available by the end of the august and classes starting from 24th of august. What are the possible ways to get out from this situation.
"
34,"
I have been accepted in two universities. 
1. Rutgers-Newark, Masters in Peace and Conflict...Applied by myself
2. University of South Florida, Masters in Political Science...Applied through consultant without any charges but I was fully aware of whole process. 
Which university should I go with? And which has better visa ratio?
"
35,"
Hello,
I have recently been accepted into Bard College’s graduate program (in NYC), with a financial aid award that covers tuition, Bard-sponsored housing/accommodation, and health insurance. However, expenses related to travel and food will not be waived and I’d be entirely responsible for managing them. Moreover, the program does not have any on-campus jobs/employment (I’m not allowed to live/work off-campus) and I would quite literally be on my own. I wanted to write here 
to ask for advice: Should I say yes to this offer? Is it possible to be a bit too frugal in New York and save money/stop myself from needless spending? Would I be able to manage? How can I bring down the remaining costs that have not been covered by my financial aid award? Any sort of assistance/piece of advice is welcomed.
Thank you very much.
"
36,"
Hi All,
I've recently accepted a Job offer in Boston and will be moving there by end of July/ Early August from Pakistan. My visa has also been approved. 
I'm looking to connect with students and other professionals that are looking for roommates / share accomodation and also any suggestions on where to live. 
Depending on the place, my budget is upto $2000/ Month, although I'd prefer it to be lower than that.
Thank you!
"
37,"
Vissa status : Rejected F1 vissa 
Counter # 6 VO seems Korean 
Date : 21 march 
VO: Why are you going Usa?
Me: 
to do my bachelors degree in computer science.
VO:why only USA? 
Me: well,it is most popular destination for international students.as you can’t compare the quality of education of US to any other country specially when it comes to it sector.it’s graduates are highly demanded all over the world.
VO:How did you got your admission in the university?
Me:I uploaded my academic documents in the university portal and got accepted from them,Got my I-20 . 
VO:Have you ever visited outside pakistan ?
Me:No
VO: how many universities did you apply ?
Me: 3
VO: and how many accepted you?
Me: 2 of them 
VO:why did you specifically choose Wright state university?
Me: I chose Wright state bcz of its computer science college and course curriculum,They provides the most advance courses and provides a lot of internship opportunities to there students.Moreover I got an scholarship of around $28k So I would be glad if I got a chance to avail the scholarship.
VO:who is going to sponsor you?
Me:my mother.
VO:what does she do?
Me:She is a business women,She owns a school.
VO: Sorry you are not eligible.
I don’t where I went wrong or may be my answers were not well. and what if I apply for 2nd attempt? Does students get the vissa in their 2nd 3rd attempt?
"
38,"
B1/B2 visa interview
Date: 2nd May 2023
Status: Approved
VO: Why you want to visit USA. 
Me: 
I am a Phd doctor and my research article has been accepted for oral presentation at ———— conference to be held on (date mentioned) in princeton NJ-USA. 
VO: do you have the acceptance letter. 
Me. Yes(provided)
VO: what is the title of your research article and what are the results 
ME: told
VO: you are a PhD in finance and working at —— university in pakistan? 
Me: yes I am working as Assistant Professor since 2014 and teaching and supervising MS and PhD students. 
VO: what subjects you are teaching? 
Me: told( she smiled and mentioned a subject that this was very difficult one for me during my studies) 
VO: who is your sponsor?
Me: the higher education commission of Pakistan(provided the approval letter). 
VO: We will ask you through email to provide some additional documents required. Passport retained by her. 
Me: sure Ma’am, thank you very much. 
Checked the online status of Visa next day where visa was Issued on 3rd May without asking for additional documents. 
Alhamdulillah received passport on 5th May with USA Visa.
"
39,"
I got accepted for an MS in Human-Computer Interaction at DePaul University in Chicago.
Wanted to get in touch with someone who is either studying the same course, studying another major in DePaul University or studying at another university in chicago.
Want to know the average cost of living off campus keeping in mind that i am not looking to live lavishly.
How 
much rent should expect per month (i dont mind sharing)?
3
Like
Comment
Send
Facebook
Facebook
Facebook
Facebook
Facebook
Facebook
Facebook"
40,"
Now! I got rejection from University of Michigan Dearborn in PhD (Information Security) program
. I didn't have IELTS and  they accepted my application on English proficiency certificate and with all rest staff. I don't know mostly people easily get admission there why I am getting rejection. Couple of months before I got rejection from UCI now from here. 
Any advice for me 
"
41,"
I would like to know if anyone's visa got accepted for MIU - Maharishi university, What I have seen most of the posts are for refusals, is there anyone who got accepted as well?
"
42,"
I got accepted from South Dakota State University & Western Illinois University. Which one should I select and why? Looking for suggestions. 
#admin
 please approve. Thanks!
"
43,"
Yesterday was my appointment of f1 visa interview in Islamabad Embassy at 8:30 AM(4 OCT 2023) But I've got refused under section 214(b), officer handed me a white slip.
Interview Details:
VO: So what are you going to study?
ME: I am going to study Computer Science?
VO: In which University?
ME: 
At Saint Louis University?
VO: How many universities have you applied?
ME: I have applied to total of 2 universities, First Michigan State University and Second Saint Louis University, But I've got accepted from Saint Louis.
VO: Why this university?
ME: Because this university offers specific tracks in AI and machine learning and this programs align perfectly with my personal interests which help me to enhance my programming skill set. Secondly...
VO: He interrupted and said you are nervous calm down.
ME: ok ok ahh So Secondly..
VO: He interrupted and said who is going to sponsor you?
ME: My parents are going to bear all my expenses.
VO: What does he do?
ME: I have explained and he said ok good
VO: But I don't able to understand why saint louis why?
ME: As I've already mentioned this university offers specific tracks in AI and machine learning and this programs align perfectly with my personal interests which help me to enhance my programming skill set. Secondly my uncle who is a Software Engineer in Pakistan graduated from this university also recommends me to go with saint louis and lastly they offers me a handsome amount of scholarship that is quite helpful for me to lower my study expenses.
While I was answering his question he is continuously typing and after one minute he said Sorry I can't give you visa right now.
That's it that was my experience...
And it is requested to seniors to plz guide me what I can do next, what was my mistake. I think i am nervous that's why or I've chosen one of the expensive university cuz its one year fee is 98.744$ but according to this i also have strong bank statement and before my interview I've also prepared from 
Rana Ibrar
 and he also checked all my answers. So plz guide my what can I do now.
"
44,"
Hi everyone
I got accepted to University of Texas at Austin for an MSc degree in Structural Engineering. I didn't got any funding and my uncle will be sponsoring or financing my studies.
I have received my i20 and now i am worried about my vissa rejection. Specifically for the finances part.
Any suggestions for interview or will i face any problems for the finance part.
Further, My uncle uses current account and not savings.
"
