,0
95,"
Visa Approved 
28 March Islamabad embassy 
Counter number 16
Vo old American lady.
Vo: Hello how are you doing 
Me 
I'm doing great.
Vo: so where are you going?
Me: University of washington seattle 
Vo: Why this university?
Me: I was looking for universities which transportation curriculum includes smart cities planning and ITS and university of Washington transportation program is mainly focused on smart cities they have lot of research going on related smart cities transportation planning and many of their transportation faculty members have field experience of smart cities planning. 
•  Its transportation program is ranked top 4 in the states and in top 10 around the world.
VO: what dose your father do 
Me: He is head in XYZ company he also has a xyz business alongside my uncle and is also a landlord 
Vo: Any travel history?
Me: yes recently went to dubai for new year 
Vo: Has someone from your family studied from US?
Me: yes Two of my uncle's  i told them the University's from were they studied 
Vo: you seem quite young 
Me: yes i recently did my bachelors in 2022
Vo: what were you doing after your bachelors 
Me: i was preparing for GRE 
Vo: What is your Gre score 
Me: i told her my score 
Vo: ok you sit for a while my colleague will ask few more questions 
After 20 min my name was announced and was called of to counter number 29 which is a Room basically. I went to a room Vo told me to sit he was a Pakistani guy.
Vo: in urdu what dose your father do 
Me: told him
Vo: can you please give us the bank statement and your academic document 
Me: I passed the bank statement and property evaluation form and my degree and transcript.
Vo: ok wait for a while outside the room.
After 40 min my name was announced and told to come back to counter number 16. As i went there.
VO American lady: congratulations you have been granted a F1 Visa. Handed me the blue slip and my documents.
"
96,"
VISA APPROVED! 
Wanted to share my case because I think not many acceptances are shared here. I feel like i had this unnecessary anxiety before the interview probably after reading rejections here mostly. I witnessed same number of rejections and approvals today
Location: US Consulate General Karachi
Date: May, 15
Program: Industrial Engineering
University: University of Houston
First attempt.
A clean shaved American male in his late 40s.
Good morning officer.
No reply.
VO: pass me your documents
I passed.
VO: What is your purpose?
To pursue my Masters in Industrial Engineering from University of Houston.
Any family member living there?
No one.
What was your major in bachelors?
Chemical Engineering
Mechanical?
No, Visa officer its chemical. 
But…why go from chemical to industrial?
Told how that is going to help me. 
I don’t understand. What are your plans?
Told him again but this time i was more specific.
What did you do in these 2 years after graduating?
Worked as an Engineer at xyz for a year. Then worked as a financial consultant at xyz for 6 months. Took break to prepare for GRE and universities application and stuff.
Why did you switch from engineering to finance?
Told him again about my plans and how Masters is going to assist me.
What is Industrial Engineering?
Told. 
Oh so it is a mixture of engineering and business studies.
Yes, you can say that Visa Officer.
Who is sponsoring you? Pass me your bank statment.
Passed. I am self sponsoring myself along with the support of my father.
What does your father do?
We have a family business of Commercial Agricultural farming. He is also a Real Estate Investor. My inherited land is also used and the generated income is hoing to fund my stay in the US.
How many acres of land do you have on your name?
Told. 
So you get rent from it?
Kind of. 
Types for 2-3 minutes.
Do you want to see my tax slips and property documents?
Not needed.
Keeps on typing for another 2-3 minutes.
Which college in UH are you going to attend?
Cullen college of Engineering.
So what are you going to do after your Masters?
I will comeback to Pakistan to work as xyz.
At what kind of industry?
Chemical Industry probably because that is where i have experience.
Okayyy so….you can have your documents back. Passes me my bank statement and I-20. You’ll have your passport back in a week. I am approving your visa.
Thank you sir, have a great day.
This is all what i can recall. Apologies if i missed any questions.
Interview lasted for 10-12 minutes.
TIP: Be confident and fluent! Thats it. My interview was more like a pressure test. Officer, throughout the interview, had this uninterested/disapproval face. Also, try applying yourself instead of going to a consultant.
"
97,"
الحمداللہ
Just got my visa Approved. Here's my interview experience.
Embassy: ISLAMABAD
Here's my interview experience:
Interviewer: Good morning, please hand me your passport and DS-160 confirmation.
Me: Good morning. Here are my passport and DS-160 confirmation.
Interviewer: Thank you. So, you're applying for a student visa. Can you tell me which university you've been accepted to?
Me: Yes, I've been accepted to university of Southern California to pursue my undergrad degree in Computer science.
Interviewer: That's great. Could you explain your choice of this university and program?
Me: Certainly. I chose USC because of its strong reputation in my field of study and the opportunities for research and networking. The program aligns well with my career goals. (explained a little bit about my goals). 
Interviewer: How do you plan to fund your education and living expenses in the USA?
Me: I have a combination of personal savings that i earned by doing freelancing, a partial scholarship from the university, and financial support from my family.
Interviewer: Can you tell me more about your family's financial situation?
Me: My parents are both employed in (gave details about their job and income) . They have stable incomes and are willing to support me financially during my studies. She later checked bank statement for cross verification. 
Interviewer: Have you been to the USA before?
Me: No, this would be my first time.
Interviewer: Do you have any relatives or friends in the USA?
Me: Yes, I have an aunt who lives in Michigan but I won't be depending on her for financial support. I plan to be self-sufficient.
Interviewer: What are your plans after completing your studies?
Me: After completing my studies, I intend to return to Pakistan and apply the knowledge and skills I've gained to contribute to my home country. Furthermore i plan to continue my studies in another country for graduate school. 
Interviewer: How do you plan to manage your studies and any potential work part-time?
Me: I understand that as an international student, I'm allowed to work up to 20 hours per week on campus. I will prioritize my studies and manage my time effectively to balance work and academics.
Interviewer: How do you plan to overcome any challenges related to cultural differences or adjusting to life in the USA?
Me: I've done thorough research on life in the USA and have spoken with current students at USC who have shared their experiences. I'm open-minded, adaptable, and eager to engage with diverse cultures.
Interviewer: Your visa application is approved. Good luck with your studies!
Me: Thank you so much.
Atlast i would like to thank 
Ayesha Imran
 for her continuous support throughout this journey. Without her it was impossible for me to get through all this. May Allah bless you and Good luck to all the visa aspirants.
See you in US. 
"
98,"
Alhamdulillah 
Date : 19sep 
Islamabad
Status : Approved 
University: eastern Michigan University 
Course: bachelor’s in mechanical engineering 
Refusal from Australia 
Rejection from uk universities in interview 
Then I connected with Allah and got the result 
I was quite nervous because the officer rejected 3 visas in front of me but also he approved 1 student visa so in the start i was narvous 
VISA officer looking like Chinese or japani wearing galasses 
Me : good morning 
Vo : good morning pass me your documents 
Me : here 
Vo : why are you going to usa?
Me : persue my bachelor’s in mechanical engineering 
Vo : when did you completed your high school degree?
Me : 2021 
Vo : why USA ?
Me : couple of reasons i choose usa first of all i have been following reaseach articles of many us professors working in the field of mechanical engineering… he interpreted and asked another question 
Vo  : pass me your transcripts of high school
Me : passed 
Vo :  what you studied in your high school 
Me : pysics , chemistry , mathematics 
Vo : why didn’t you choose usa after your matric ? 
Me : I plan to study abroad after my intermediate to take the advantage of well organized education system .
Vo : what are your family circumstances ?
Me : my father is the landlord man and he is the owner of agriculture lands where he yields sugar cane , weat and rice fileds one of my elder brother is the trader of tractors and other completed his bs mathematics last year 
Vo : your visa is approved 
pass me the blue slip 
Me : Thanku 
Officer look at me for 4 to 5 times in whole  interview then he start typing on computer 
Looking like rude  
Tip no 1 : connect with Allah and tahjud is the key of success. My English speaking skills is so bad but i trust on Allah. When I entered in embassy I recited suras . Also your father and mother prayers help you alot. 
Tip No 2 : officers don’t have time so just gave them straight farward answers .long answers i think boar the officer. 
Tip no 3 : officer is also human being so be confident he will not eat you even if your speaking skills are not good he will understand  your answers 
I think officer have an access of bank accounts and nadra because he didn’t ask me about bank statement or any other financial documents 
A lot of help from my brother bilal baloch and Rana Ibrar 
Just follow the steps of brother 
Rana Ibrar
  video of 41 mint on YouTube and also argo videos , green card videos help me alot. 
Is there anyone who is studying in eastern Michigan university or in Ypsilanti I need some help ?
"
99,"
Please Admin approve my post.
AOA to all of you.
I've been accepted by a professor for PhD program at the University of California, USA. I need your feedback on an important matter. The guidelines state that if you've studied in an English medium, you don't need an English test like IELTS or TOEFL. I reached out to the professor, who advised me to ask the graduate admission director, but I haven't received a response. I then contacted the graduate student affairs officer, who 
confirmed that I don't need to take the IELTS.
I'm a bit concerned about whether I should proceed without the test. The application deadline is December 1st, and need a 7-band score. Will this decision impact my application negatively? Your insights are much appreciated.
"
100,"
VISA APPROVED! 
Location: US Consulate General Islamabad 
Date: May, 18
Program: Bechlor of Nursing 
University: Central Michigan university 
First attempt.
A Young American lady in her 30s I guess
Today's approval rate was very low as I witnessed because there were 6 students/tourists I was at the end all of them were rejected (screwed up seeing rejections my nervous system collapse but I was confident I gave reply in very precise way not too long neither short. 
Good morning mam.
VO: Good Morning 
VO: pass me your documents
I passed.
VO: Which university are you going and why?
I am going to Central Michigan University To pursue my Bechlor in Nursing. I have talked with many students studying in CMU through LinkedIn their reviews about university were amazing secondly I got 50% of scholarship.
Any family member living there?
No 
Who is sponsoring you? 
My mother will sponsor me.  She owns 22 acres of land where we grow 3 crops yearly and we made xyz. 
VO:. What's you future plans?
Me: I will definitely get master degree from USA as well then I'll come back to Pakistan here my uncle owns hospital so i want to settle here.
She asked the hospital name and city I told her (constantly typing and seeing the computer screen)
VO: how many siblings do you have?
Told
She asked for my bank statement I gave her she read carefully then asked how much is this money in dollars I told its 52k dollars.
Types for 2-3 minutes.
You can have your documents back. Passes me my bank statement. You’ll have your passport back in a week. I am approving your visa.
Thank you mam, have a great day.
She smiled
Interview lasted for 6-7 minutes.
TIP: Be confident this is the only thing which matters.
"
101,"
Date: 23rd of may
Location: Ankara 
Status: Alhamdulilah Approved 
Interview:
Note: I had a prior refusal 6 months ago, it was my second time.
Officer: Why do you wanna go to USA?
Me: Well officer I want to go to pursue my bachelors degree in business administration, I applied for two universities and got accepted from both of them plus received scholarship. But the reason I chooses this degree, my uncle graduated from the same degree from uk now he is working in United Nations as regional administrator. I basically want to follow his career path.
Officer: ok who is sponsoring you?
Well first I received a scholarship from the university and my parents are doctors we have private clinic and private pharmacy additionally we have XYZ amount of property. Beside if necessary my uncle is also sponsoring me so I have a very stable financial situation.
Officer: do you have any relatives in us.
Me: no 
Officer: you sure any ?
Me: yeah I have but I lost contact with them many years ago.
Officer: OK
Why your family don’t wanna go to the USA.
Me: cause they have property and business.
Silent for a minute:
I want to start again:
Me: actually,………
Officer: smiled. Wait calm down. It’s enough.
Congratulations your visa is approved.
Note: Alhamdulilah my visa was approved.
Trust Allah and recite لا یستوی Ayat before interview and inshallah you will get your visa.
Always  trust Allah. 
If you guys have any questions. I’m gladly here to help.
"
102,"
Visa Status: Approved.
1st Attempt
Karachi Embassy
Degree: MS in Marketing Analytics.
Interview Date: August 28th, 2023.
The Visa Officer (VO) was a lady in her mid-40s, wearing glasses.
VO: Hello, good morning.
Me: Good morning.
VO: Please pass me your passport and I-20, please.
Me: Here you go (handed them over).
VO: (Looking at my I-20) Are you going for your bachelor's or master's?
Me: Master's.
VO: What course?
Me: I'm going to pursue my Master's in Marketing Analytics.
VO: Okay, why this university?
Me: I chose this university because of its unique curriculum, which combines IT and Business courses with my major.
VO: How many universities did you apply to?
Me: Only Pace, because I was accepted, so there was no need to apply elsewhere.
Vo: What field did you studied in your bachelors? 
Me: Media Studies 
VO: Do you have any relatives in the United States?
Me: No, ma'am, I don't have any family members in the United States.
VO: I see that you have traveled to India as well. Why?
Me: I visited India when I was in the early 20's on my mother's passport. My mother's family and relatives are from India. I was 3-4 years old at that time.
VO: And?
Me: I also traveled to Saudi Arabia in 2007. Additionally, in the last 6 months, I've been to Singapore and Dubai.
VO: Who is sponsoring your education?
Me: My father.
VO: What does he do?
Me: I explained.
VO: Do you live with your parents? (Also, where do you live?)
Me: Yes, I live with my parents at [].
VO: When did you complete your bachelor's?
Me: I completed my bachelor's degree in 2021.
VO: Since then, what have you been doing?
Me: I shared my activities.
VO: Alright, here's your slip. Enjoy your studies.
Me: Thank you.
I was very nervous when I arrived at the embassy, but when I went inside and saw the relaxed environment, I started feeling more at ease. The atmosphere was very comfortable, and seeing that made my confidence boost. I spoke with the Visa Officer in a friendly manner, as if I was having a conversation with a friend. I had prepared long answers, but during the interview, I only spoke when necessary and avoided giving unnecessary details.
I want to tell all of you that feeling nervous is valid. It's okay to be nervous, and that's completely normal. Just don't stress out. I can't express how nervous and stressed I was, but once I was there, the environment made it easy, and I was able to manage my nervousness. One more important thing: hold on tightly to your faith in ALLAH. Our success is not because of our efforts alone, it's by the will of Allah. Get close to Him and put your trust in Him. Pray Tahajjud and Nawafil, and have faith in every aspect of your journey. They really helped me stay relaxed.
Additionally, this group also played a significant role in helping me. If your DS-160 form is filled out correctly, you have all the required tests and documents, then you're on the right track to get your visa.
"
103,"
Visa Experience:
Date: 6th July 
Time: 9.45 am
Karachi Consulate
Status: Approved
Me: Hello. Goodmorning.
VO: Goodmorning. 
VO: Why do you wanna go to USF? 
Me: Compared to the other universities that I got accepted in, USF has got the best CS program out of them.. (interrupted) 
VO: What is CS? 
Me: Computer Science
VO: Why do you wanna pursue Computer Science? 
Me: Since a young age, I’ve been fascinated by computers and growing up I got inspired by people like Bill Gates and Elon Musk. I want to replicate what they have achieved so far, here in Pakistan. 
VO: Have you been to the US before?
Me: Yes. I went to US in 2009 to visit my dad who was studying at Columbia University at the time. 
VO: Oh okay. But why do you wanna go to USF? 
Me: I got a good scholarship from USF. 
VO: How much is the scholarship? 
Me: It’s 12,000 USD.
VO: But you had other options as well, then why USF?
Me: Most of the other universities that I got accepted at were liberal art colleges, whereas I wanted to go to a bigger university… (interrupted)
VO: I’m not interested in other universities. Tell me why you wanna go to USF? 
Me: I had the option of either going to USF or.. (interrupted) 
VO: I don’t wanna hear about other universities. Tell me why USF? 
Me: (I got stuck and confused for a few seconds)
Me: It’s ranked in the top 250 universities globally and has a good faculty for my program. 
VO: But there are other top 249 universities in the world too, why did you choose USF then? 
Me: According to my SAT score, USF suited me the most. 
VO: Your visa is approved. You can collect your passport in 3-5 days.
Me: Thank you. 
VO: You’re welcome.
"
104,"
F1 Visa Experience
Date: 19 Oct, 23
Embassy: Islamabad
Status: Approved 
1st attempt 
VO: 
How are you? Pass me the documents
Me: Good. How are you? 
VO: Good. Which university are you going to? 
Me: City University of New York.
VO: Why this university? 
Me: Couple of reasons for that. This university allowed me to study computer engineering without taking any pre requisites or having a degree in computer or related subjects. The program offers specialisation in software systems which is my domain. Also, its a public university so the fee is affordable. 
VO: No degree means you have done O/A levels? 
Me: No, I have a bachelor's degree in Electrical.
VO: Oh Okay. Why this program?
Me: I have been working as a software engineer for more than a year now but still lack in technical knowledge and for that I need this degree. 
VO: Where are you currently working. 
Told
VO: Who is going to fund your studies? 
Me: My mothers sister and her husband
VO: Where do they live? 
Me: New Jersey 
VO: What do they do? 
Told their jobs. Did not even check their statements 
VO: Are you going to live with them? 
Me: No, I will be living near my campus. They live in New Jersey
VO: What are your future plans?
Me: I would probably join the same company I am currently working in at some senior position.
VO: What do your parents do?
Told
2-3 mins of typing and handed me blue slip. Interview lasted for 4-5 mins. 
Stay confident, stay positive, dress well. Others rejections have nothing to do with you
"
105,"
F1 visa approved Alhamdulilah
19 May Islamabad 
Time 10.00 am 
VO was a pretty young lady. 
She 
greeted me properly and said good morning first. Even she asked me how are you doing. 
She asked why this university, and I directly said because I got fully funded scholarship from this university. 
 what kind of scholarship you got? Either it is teaching assistantship or reserach assistantship. I told 
Then she asked me about past work experience and I told about my visiting lecturer university job. 
Then she asked, what will you do after completing this degree from USA. I told that I am intended to join academia. (Some sentences modification) Pardon 
She gave me a blue slip sayıng congratulations your visa is approved. You can collect your passport from the selected location after a week or within a week. I don't remember exactly. 
Posting this so that people can get some better thoughts and motivation. Because only limited success stories are posted here and I was so stressed after reading rejection stories. 
May Allah bless and guide us in His righteous path. 
Good luck
"
106,"
VISA EXPERIENCE 
VISA APPROVED,ALLHAMDULLILAH
21July'22 9:00am ( hardly 5 mints interview)
Visa officer -chinese looking guy( Karachi embassy)
Vo : good morning … 
See more
"
107,"
Got my visa approved today. ALHUMDULILLAH. Here is my experience.
Degree and College: MS Mechanical Engineering from Southern Illinois University Edwardsville.
Semester: Spring '24
Consulate: Karachi
Date: 21-08-23
VO 
was a middle-aged white man.
VO: Hi!
Me: Hello! good morning.
VO: Pass me these documents (I had my passport, I-20 and SEVIS fee confirmation in my hand)
Me: Sure. There you go.
VO: (After looking at my documents) How old are you?
Me: I'm 23 years old.
VO: (After some time) so you are going to do your masters? 
Me: Yes sir!
VO: How did you get to know about this university?
Me: I came to know about SIUE from my FYP advisor. He has done researches and have publications in clean energy technologies. He has high regards for the work done by Dr. XYZ, he is a professor in the mechanical department of SIUE. Further upon my research I got to know that it is a notable institute in the Midwestern region. I also found the Uni to be affordable and upon completion of my admission process, I also recieved a scholarship of $8,000, which helped me finalising my decision to choose SIUE.
(VO hardly maintained any eye contact all this time)
VO: How many brothers and sisters do you have?
Me: I have one younger brother.
VO: What do your parents do?
Me: My mother is a teacher at XYZ school and my father is a government employee in the ministry of XYZ as an Assistant Officer.
(He got a little confused at assistant officer, I had to tell him again and also mentioned my father's grade to him)
For a minute or so he kept typing something on his computer. And after a minute gave me my I-20 and SEVIS fee confirmation back.
At this point I was thinking that he didn't give me my passport back to me but then I saw him taking out a blue slip and eventually kept my mouth shut 
VO: There you go. (Not even a congratulations 
)
Me: Thank you. When can I have my passport back?
VO: You will receive an email in a week or so.
Me: Alright. Have a nice day. 
He only asked me 4 questions out of which I guess only 2 were relevant to my interview. He didn't ask for any single document other than my I-20 and SEVIS fee confirmation. I stayed confident, and maintained my tone but all of that wasn't even looked at 
. He already refused 2 F-1 candidates right infront of me and I was really scared but Alhumdulillah everything went far better than I expected. 
My question now is, how long will it take to get my passport back and when does the visa status on the portal gets updated??
Any questions are welcomed.
"
108,"
Visa status: Approved Alhumdulillah
Interview date: 29th Dec
Venue: Karachi 
University name: Mississippi College
(Long post so bear with me) 
1st 
a guy sitting right outside the main interview hall checked my DS160, My F1 (I20), My pictures.
Went in the hall after that. 
On window 7 they asked me for my passport, i20 and asked if my picture on DS160 is taken within 6 months. 
Was asked to wait for few mins and then was called to window 8 or 9 ( dont as such remember the next window number cuz was super nervous lol) 
Vo: Hello Good morning how are you?
       can I see you passport and F1 form.
Me: I passed the things to her. 
Vo:Ok Miss Nadeem so what you will be studying in USA. 
Me: I am going for my Masters in Graphic designing.
Vo: you must have done your BS in the same field?
Me: no actually my BS was in Advertising but graphic designing was sort if my 2nd major in it.
Vo: oh that is nice, so you want to work in a graphics field or in the main advertising field working for ad campaigns? 
Me: I'll be more towards the advertising campaigns design. 
Vo: ok, good luck to you, where do you work or were you working somewhere? ( she answered this herself by looking at my DS160 form on her computer screen) 
*before i could answer* 
Vo: oh you were working as a pre primary teacher and then you left cuz pandemic hit etc etc and now you are working as a freelancer.
Me: yes and i also have a photography institute to teach courses like graphic designing, photography and English language. 
Vo: Nice, how much do you earn from the institute monthly?
Me:I earn abc to xyz amount from the institute. 
Vo: Nice. 
Vo: what your parents do?
Me:My father passed away in 2002 and my mother owns a small business of frozen foods. 
Vo: am sorry to hear about your father.
Me:thanks its ok. 
Vo: so who is sponsoring you?
Me: actually it is like 50/50 payment, half will be done by myself and half will be paid by my mother's friend, am taking her help as a study loan and will return the money when I will be back in Pakistan after my Master's. 
Vo: Then why is your mother's friend sponsoring you? 
Me: as a helping soul she wanted to support an orphan fulfilling her dreams.
Vo: wow. (Smiled) 
Vo: do you have any relatives in USA. 
Me: yes,but they are my grandparents relatives and probably lives in old home.
Vo: oh, mean they are our quite distant relatives. 
Me: yes. 
Vo: do you have siblings?
Me :yes 2 sisters one in UK. 
Vo: have you ever visited your sister in Uk.
Me: No.
Vo: where your family lives. 
Me: in pakistan
Vo: (laughs a little) yes ofcourse they are in pak where in pak? In karachi? 
Me:( I chuckled a little too) yes in Karachi.
Vo:where in karachi. 
Me: (told her)
Vo: have you ever travelled to US?
Me: no. 
Vo to any other country? (She looked at the screen and said oh yeah you mentioned that you been to europe. 
Me: yes i have been to 5 europeon countires.
Vo: by your own or with a travel group.
Me: told her and then also told her that I funded myself for the trip.
Vo: ( she was impressed)
Then she started typing on for 1 min and said 
Congrats your visa is approved handed me a pink slip and my F1 form back and kept my passport and told me ill get the passport after my visa stamp on it.
She didnt see ANY paper, na hi mera uni ka letter na hi statement IK BHI paper nahe dekha kuch nahe manga mjhse. 
Alhumdulillah !!!
All i wanna say to all of you that HAVE FAITH IN ALLAH and then in yourself and keep imagining that you are receiving your approved visa slip, keep reciting ayat e kareema and in sha Allah you can do it too 
 
Wish all of you ALL THE BEST. 
#visaapproval
"
109,"
***APPROVED***
LOCATION KARACHI
TIME SLOT 8.30
BUSINESS ANALYTICS (MS)
INTERVIEWER: INFAMOUS ASIAN
NO GRE
NO IELTS
GPA 2.86
Date: 8th June.
DISCLAIMER: My interview was very different from others so please don't take it as a guide as I don't want to mislead anyone.
After preparing myself for straight 20 days I went for an Interview, I was prepared for every kind of question, but there was something else written in my fate.
VO DID NOT ASK ANY COMMON QUESTIONS LIKE:
Why US? 
Why this university?
Rather he started like this
1) what are your daily responsibilities in your current job?
2) what does your father do? (Convinced with my one word ANSWER)
3) what are your plans after graduation? (Told him the names of 3 it companies name where I'm aiming to work at)
4) do you have any relatives? I said yes because I didn't want to lie
5) will you leave the current job? I said yes (btw I just joined that job 20 days ago)
Conclusion: All that time he was behaving as if the decision is already decided because he seemed too uninterested to hear my answers. It was like as if he was just completing a formality nothing else.
In a nutshell, for me US F1 VISA IS TOTALLY DEPENDS ON LUCK BECAUSE I HAVE SEEN A HEC FUNDED PHD LEVEL GUY GETTING REJECTED WHOSE PROFILE WAS 4X STRONGER THAN MINE.
BUT GO WELL PREPARED AND BE CONFIDENT. I ALSO GREETED HIM IN A VERY LOUD VOICE. Also don't forget to pray and take your mother's prayers as they can do wonders.
GOODLUCK!
Thankyou 
Rana Ibrar
 for helping me throughout this journey.
"
110,"
1st Attempt: Approved Alhumdulillah.
Interview was at 25th May Karachi Consulate.
Profile: BS from LUMS, going for MS Finance at University of Houston. Had Received out-of-station tuition waiver and additional scholarship as well. Have been working at Multinational bank for almost two years now.
VO: 
Pass me your passport and F1.
VO:  Why university of Houston?
ME: Firstly, the courses which they are offering, related to derivates trading and hedging and this is where my professional experience lies, as I have been working in the banking industry for over 2 years now, and I feel this degree would help me fill in the gaps in my skill set.
Also, one of my university professors had recommended this course and degree, as he had also completed his master’s from there.
Also, I have been following Professor XYZ, throughout my undergraduate phase, and read his publications on hedging techniques, so I thought it would be quite an experience to take live lectures from him.
VO: interesting!
VO: What is your job ?
ME: Told him about the general job description, routine tasks etc.
VO: Plans after graduation.
ME: Obviously, the plan is to complete my master’s with good GPA. And then to focus on my banking career, as employers in the Pakistani banking sectors tend to value those profiles and individuals who have done their education specifically from US Colleges. In fact, my current supervisor had done his Master’s from abroad, and at a very young age he is doing quite well. I have a similar objective, I believe this degree would help me to excel in the Pakistan banking sector, also that I have made good repo with my supervisor, he would be willing to hire me at a senior position, once I complete my master’s.
VO: Who is your sponsor?
ME:  it is my father.
VO: What is his profession?
ME: He is a banker as well, and currently working in one of the banks in UAE.
VO: Pass me the statement.
I handed over the statement to him.
VO: Your credentials are good, I am approving your visa. You will get your passport in a week.
For all the aspirants out here, the only thing matters is your level of confidence and communication skills. Regardless of the circumstances, and whatever is the outcome, just give your 100% and maintain eye-contact.
"
111,"
Embassy: Islamabad
Date: 12 May
Visa Status: Approved
I was a bit nervous and none of my answers went 100% smooth.
Here's how interview went.
VO: Hello(in very friendly tone)
Me: Hi
VO: (After taking my docs and entering them on PC) Why are you going to US?
Me: I am going to attend Masters in Mechanical Engineering at University of Cincinnati.
VO: (After a pause) Why did you choose this University?
Me: (I stuttered during this answer a bit) I am going because this university is aligned with my research interest.
VO: Why did you choose University of Cincinnati specifically?
Me: Because the lab facilities and faculty is suited to my research in additive manufacturing. It's the same research that I did in my bachelor's. (stuttered here too)
VO: Who is sponsoring you?
Me: My father. (I stopped after saying this for around 20 secs and then started speaking again) He is manager at X and makes Y money through job Z money through rentals and some money thru real estate trading which I don't know how much is.
VO: Cograts. Enjoy your stay at united states.
Me: Thanks.
Thoughts? 
The visa doesn't mostly depend on the interview. The VO wasn't even listening to me with attention. It depends on your uni, course and any funding you have(I had $20k scholarship). My interview wasn't the best. Actually, I would say it was average or below average.
Almost all visas(5/5) got approved before me. Only 2 were refused, who went after me. Those 2 had genuine reasons to refuse. If I were VO, I would even refuse them(not cuz of hate lol but their case didn't seem strong on paper)
Suggestions?
1. Don't go for consultants. They apply for you at few unis which VOs are aware of. VOs don't even consider you in that case. They straight away reject you.
2. Take IELTS. Take GRE. Secure full/partial scholarship(you can easily get it). Then go for visa. You will get it InshAllah.
"
112,"
Admin Please approve!!
Visa experience:
Hi! I want to share my visa experience with you all. Although I just recently joined this group like a week ago but still it had a great impact on my preparation. Hence, I’m here to show my gratitude.
My interview was quite long and VO asked me back to back questions.
Date: 28th April 2023
Interview duration: Almost 5-6 mins
Status: Approved
(Literally he rejected back to back four F1 visa students before me)
Me: Good Morning Sir!
VO: Hi just a moment! 
Me: Sure take your time
VO: Staring at the screen and typing something
Me: I kept on standing quietly for a minute
VO: Please hand me your documents
Me: Here you go!
VO: So you’re going to US for studying?
Me: Yes! I’m going to US to do my Master’s in Biotechnology from UTSA
VO: How exactly did you hear about this university? 
Me: Okay so there’s an interesting take to it, when I was in my final year doing my research, I mainly cited Professor Clyde Phelix’s publications and research articles for my thesis. I even asked for his help when I was stuck at one point in my research, and he was of such great help through emails. It is now my dream to work in his lab and have him as my supervisor and continue my research.
VO: What research did you do?
Me: I explained him about my FYP in 3-4 lines
VO: Hmm sounds interesting! So do you have any relatives in US?
Me: No sir I don’t have any immediate relatives however, my father’s distant cousin lives in Maryland I think .. I ‘m not sure.
VO: Slightly laughed and said well but you’re going to Texas!
Me: Smiled in a shy manner and nodded yes
VO: So you’re gonna live in campus dorm?
Me: Oh yes absolutely! I really want to fully absorb the campus culture and experience the dorm life. 
VO: So you’ve done bachelors from here?
Me: Yes sir! I have done my bachelor’s in biological sciences from _____ university and my major was immunology
VO: When did you graduate?
Me: I recently graduated in February 2023. 
VO: The entire time he was looking at his screen and hardly maintained eye contact
Me: I actually graduated Summa cum Laude in my batch
VO: Still staring at the screen, and said so who’s funding you?
Me: So my father is sponsoring my education and living expenses
VO: What does he do?
Me: My dad is a businessman affiliated with the real estate. He owns a construction company. He’s constructing a commercial plaza and alongside he constructs houses and sells them.
VO: How many siblings do you have?
Me: I just have one younger brother and he’s nine years younger than I am.
VO: Kept typing vigorously and staring the screen.
Me: I do have bank statement and my transcripts with me in case you want to see?
VO: Yeah okay sure I’ll check It anyway.
Me: Hands him the documents
VO: Did you give any standardized tests?
Me: Yes sir I gave IELTS only, because GRE was waived off but I was fully prepared and actually intended to give it though! 
***Okay so now he did something weird and I was like what’s he doing***
VO: He raised my transcripts, bank statement and other documents in the air and turned around to show the documents to 3-4 people sitting behind him. 
Me: I kept standing quietly and kept observing
VO: He kept typing for about 2-3 mins! Those 3 minutes felt like 10 mins I swear
Me: Silently praying in my heart to Lord that pleaseeee after this much lengthy interview please just save me the hassle and give the blue approval slip to me already.
***After 3 mins he hands me back my i-20 and seriously says***
VO: Make sure to show this at the airport
Me: I understood his hint but waited for his approval
VO: Congratulations I’m approving your visa! Good luck with your research make sure you do come up with an innovative way to tackle your research problem. Best of luck for your future and do remember to collect your passport on time
Me: I passed a smile! Said my thanks to him and left.
Sorry for the long narration 
 it had to be done! Once again I’d like to thank this group for providing a platform and for helping me in my journey.
"
113,"
i have 2 i-20 and it will be my 4th attempt 
.
*First attempt*
My visa got approved i booked my ticket and a month later got a call to visit embassy i was still in pak when i visit there they have an interview with me again by a Pakistani officer and they revoked my visa.after this my university which was university of north Carolina at Pembroke cancel my admission they said that we can't give you i-20 your marks was low and not according to Gpa and we haven't reviewed your 
results before properly 
.
later they also send me a mail that my data has been breached from there website like my address passport etc but agter that they never replied me.
*Second Attempt*
Isb embassy i got there with a new i-20 from CUNY the officer just simply asked me two questions why this uni why this course and rejected.
*Third attempt*
in Karachi With CUNY again... interview went really well like till end i was getting a vibe to be approved but at the end she asked have you been issued a visa before i told her all the thing happened to me and she said ok so you know what actually happened and later she said sorry I can't approve you i even ask that please let ke know which area i can improve she said sorry that's all i can say you can apply again when you feel to .
know its gonna be my last attempt hopefully successful with the help of Allah insh'Allah 
List of i-20 that i have :
1: CUNY QUEENS
2: SAINT LOUIS UNIVERSITY ( RECEIVED 11,250 financial aid)
know with university should i go for my final attempt hopefully 
.
please give your suggestions.
"
