,Text
10,"
I was rejected for this upcoming fall semester. 
To improve my application, I need to find a good ranked university.
The MS programs I am looking for are
Data science
Data analytics
Business Analytics
Computer science
Unfortunately my CGPA was 2.95. But I have a over 2 years of relevant work experience. Hence looking for names where i can get accepted with the CGPA and without mandatory GRE.
After my research many universities are saying that they might consider, but they usually don't. Had the same experience last term alot of money was wasted on application fees.
I will be very thankful if someone suggest me good universities with good rank for the spring semester.
"
11,"
#VisaRefused
 
#URGENT
Hi guys,
My F1 visa was rejected May 25th. 
Program: MS Project Management 
University:Boston (Boston)
Program start date:May 23rd, 2023
I have few question:
When can  reapply for the F1? 
Is applying after 24 hours too soon? 
Is so how long should they wait? 
What can they change in the application? 
I’ll appreciate your input and suggestions in this regard. Let me know if you need any more information. Thank you
Profile 
Bachelor in Computer Science 2019
Job pakistan ( Sialkot) ( 2021 jan to Dec 2021 ) 
Job UAE ( jan 2022 to march 2023 ) 
Come back 2023
Married 2022
Questions
WHy you are going to USA
I am going for master in project management 
Why left pakistani job
Donot have good sallary etc
Why come back from UAE
I have to marry , and have planned to do study furher to enhance my further skills
Who sponsor 
My father
What does he do 
He is running a buisness , an agricultural trader and farmer himself, sells rice and wheat all over the Pakistan , have major contracts with big markets such as karachi lahore and pashawer
She sad hmmm , ok 
(END)
I was thinking now she is going to give visa , because she was too relaxed and happy but than after a minute said that sorry , this time I can’t give you the visa better luck for next time. 
( too times I did mistakes in confusion and nervousness, once she said when you came 
Back from UAE I said Dec 2023 she gonna write and see me than I sad sorry 2022, 
Other she said you complete last degree in , I said in 2019 , hmm 2019 ) not was in confidence but remaining all was good
"
12,"
Visa interview experience. date 11th april.
 decision : Approved Alhamdulillah
This was my third interview.
every thing was same this time. gave my last interview 1 month ago.
First vo was the one who rejected me last time and she told me to go to next counter and she said best of luck 
Me: good morning officer.
Vo : good morning .
Me : how are you 
Vo im good pass me  your documents
me : sure.
Vo: you have already done your fingerprints. 
me : yp
Vo: so, is there someting you wanna say that you couldn't say last time 
Me: yes officer i have alot to say this time cause i believe last time i was unable to convey my answers well to officer last time but this time i have worked alot on my communication skills.
Vo : hmm 
Me :  well i was rejected both time under 214 b which states i have weak ties with my home country 
And honestly i totally disagree with that reason . i mean every thing  dear to me is in pakistan . my friends,  my family , my fathers business which i intend to take over in future is in pakiatan . why wouldn't i come back to pakistan .
Vo: ok so south allamaba .
Me: yes , actually i have already changed my uni ones. 
Vo: kept looking at me .  i felt i need to say something . 
Me , well i gave my first interview with minisota state university but i was rejected so i changed my uni to university of south alabama .
Vo: and why did you do that? 
me: well to update my profile .
Vo: no i mean why did you change it to this one .
me : well my intention was to study at south alabama since the beginning but i got my offer letter from minesota state uni first so i gave my interview with that one . 
vo : started  typing 
Me: actually i thought my i 20 from this uni is still valid till 5th may So, lets go with the flow and give it a  try again and see what happens. 
Vo: ok. so which course ? 
Me: it's bachelors in business administration with management as my major .
vo: whats your last qualification? 
Me : well i did my college in ics stats. 
Vo: college you did your bachelors ? 
me : no no Its intermediate in Computer science with stats.
Vo: so, why you changed you course i mean u did Cs last time now its bba . 
Me : well it was ics with stats and stats is a business subject . and my course in this uni also has some computer related subjects like organizational Applications and use of computer application to enhance a business productivity .
Vo: alright . 
Me : actully my intention is to takeover my fathers business in future  and this course will help me acquire the required managerial skills  for that .
Vo:  Alright . i see you have a sibling in spain .
Me:  yeah my sister is in spain . 
Vo : what is she doing there ? 
me : well shes a housewife .
Vo : so what does her husband do? 
me : well my brother in law owns a restaurant in barcelona . 
Vo: and which status does your sister have there .
me: well she is a permanent resident there. 
vo: and how she got there . 
Me: well my brother in law came to pakistan and they were a distant reletives of ours and They got married and after the marriage  she went to spain as she has to be with her husband .  there was no need for her to stay here . 
Vo : Ahn . well can i see your dads bank statement . 
Me: yeah sure give a  minute .. here . 
Vo: checked it and said Alright .
Vo : so your brother is doing his master which field he has chosen . 
Me : yeah he is foing his masters in it from comsat lahore . and i also wanna mention that i was influenced by him in a way . i mean he use to say . my professor has studied in Usa . he kinda use to brag about it ( said that with a laugh ) 
So i thought well if im doing bachelors lets do it from usa . As a us institutions degree is well distingushed across Globe . 
Vo : alright . then a long pause he kept typing i knew  the decision is coming . and i knew im getting rejected . 
 suddenly Vo : Well im taking a chance with you so dost waste it . 
Me: i didn't understand what he mean and suddely he passed the blue slip . and said congrats i have approved you visa . Enjoy 
Me: thank you very much officer you just made my day . i dont even know what to say now im out of words 
Vo: i can undertand well dont forget to take you i20 along with your luggage . 
Me : thanks again and when will i get my passport 
Vo: with in a week. 
Me: Alright bye  
( during the  whole interview i  was chill . cause i was prepaired to be rejected and was kinda enjoying the talk) 
  .
"
13,"
Admin please approve!
Rejected 2 times within 14 days with same profile for F1 visa.
Islamabad embassy 
Counsellor:Females both times.
Profile:Bscs 
I-20 from illinois institute of technology with $10k scholarship 
Master in CS
Rejection 214b
Question were asked:
Tell me the name of your university which you are going f0r?
How many universities have you applied?
Who is sponsor?
What does he do?
Sponsor business years?
Siblings?
_______________________________
What should i do now???
Should i go 3rd time with the same profile in next intake?
Or should i change the uni? 
Acceptance from NYIT and Florida Tech
Seniors kindly suggest me something good to go
Thanks.
#Rejected2times
.
"
14,"
Hi group memmbers
F2 visa rejected last week ,is there any chance i can appeal or if i apply again what i need to improve
Vo: 
First question
      UNI Name
2nd 
question
Marriage date 
And certificate
3rd question
Did you travel outside the pakistan
=No
Why did ask more question and no saw marriage pics , 
Everything was geniun and clear.
"
15,"
Interview date = 11 Aug
Location = Karachi consulate 
Status = rejected 
V.O= young Chinese man
Time slot = 9.00 am
University = NYIT, Manhattan campus
Scanned passport and fingerprints
VO started looking at computer and then looked at me. He repeatedly did that  3 to 4 times. Then he asked 2 questions only. 
First Question = Why did you apply to this course? 
Answer = I have previously done BBA and now I'm planning to do MBA in order to polish my skills and expand my father's business in the global market. 
2nd = How did you find this university? 
Ans= I had previously done BBA from Lahore and now wish to study abroad for a global mindset, specially in a metropolitan city. So I searched for MBA program on Masters portal amd filtered my search for New York. (VO said Ok). I found a bunch of high ranked universities and then studied their ranking and course structure (VO said Ok as if it was enough) and this university matched my requirements. (Again Ok). Also,... (I was speaking in my flow but I realized that he had basically stopped me at this point. So I said Ok and stopped).
He asked me to go back and sit.
After some time I was taken into a seperate room where a Pakistani consular came and talked to me in Urdu.
I greeted him and he straight forward started like consider this a chance for yourself. I kept on agreeing with a smily face until he asked me which consultant did you use? I disagreed and told him that I had done everything by myself. However,  I have seeked some help from a friend as in discussions but nothing else. He continued this interogation for quite some time but my answers remained the same. He told me that I had matching profile with a lot of other candidates and that he has been dealing with them regularly. In fact, a lot of stidents with the same profile had come earlier and agreed that they used a consultant. I told him that a friend of mine has also come here with me and we have discussed things together if that is what you are looking for. But he remained insisting that there were many and that they've agreed to a consultant. I never agreed and he let me out and after some time, I got my passport back with white slip(214B).rejected.
Previously, my friend (whose appointment was at 8 15) was also interogated but for a longer duration than me. He claims that they showed him the exact location of the consultancy on computer screen. This did not happen with me nor he showed any other proof.
Also, I'd like some suggestions if I should go again with the same profile or change university and then apply for the next intake (January)? I'd really like to go in this intake but not sure if I'll be rejected again since I can't change my uni at this point!
"
16,"
Visa Rejected
Karachi consulate 
I am from punjab and go karachi for interview
One bald guy take my interview. I lost already money on reshudle appointment. Your comment is highly appreciate for me.
Me 
Good morning
Vo not replied ok so you are going to lousiana tech university 
Me yes
Vo why you are going to this university?
Me i particularly choose this university over other because of its advance curriculum of course offered by lousiana tech university is the perfect balance of all the courses more focus on practical work like statistics, implement of fundamental skill. Also its have very small class size ratio 22:1 where student can do one on one dicusioon with professor and on the professor name dr dickerson teaching us leadership and management course. Dr dickerson publish article on management feedback performance reshearch and developement 
STOP STOP 
VO have you applied in any other universities
Me yes minnesota and missouri state university.
Vo sorry you are not qualify this time.
Your answer are highly helpful for me tell me what can i change university and whats my mistake
"
17,"
F1 Visa rejected 
I have done my research on my own for the last 06 without any consultant.
University: Westclift university , Irvine California 
Course: Doctorate in business administration 
Interview date: 25 August 2022 
Time slot: 08:00AM
Interview time: 12:15AM
VO was young Man ( he was already tired after having session with pakhtoon couple both parties were unable to understand eachother. he called translator and have a long session with them.)
Islamabad embassy 
Interview starts:
Me: Good Morning Officer (in a loud clear and confident way that he literally looked at me with that expression)
VO: Good morning 
VO: so you are going to study in US?
Me: yes, officer 
VO: Which university?
Me: westclift university Irvine campus California.
( he went for 5 mins then came back to his seat)
VO: how did you find this university?
Me: on PhD study portal there is a recommended list of 36 universities which are offering DBA program and Westclift is at no 3... (he interrupted)
VO: who is your sponsor ?
Me: I myself and l'm fortunate to have my father's support along side.
VO: what is your current salary?
Me. I'm withdrawing **** Rs as current monthly salary, Moreover I'm getting rent from my commercial property and share from our family business.
VO:in which company are you working?
Me: xyz company
VO: what? which company?
Me: told him again (it's MNC)
 VO: what's the duration of your study?
Me: 3 years
VO: who is going to support your family?
Me: I'm having commercial property, getting rental on monthly basis, share from our family business moreover my wife is a teacher, kids are school going they have a settled routine here and I don't don't want to disturb their routine just for 3 years.
VO: what you are going to do after DBA?
ME: I have been granted study leave from my employer. I will come back to my country and rejoin my company at execution level position. Moreover, the leadership behaviour, community development tools, work ethics and managerial skills that I will learn from United States will definitely desiminate In my homeland country.
he start binding the documents again but the passport ( once for a while I congratulate my self k Lagta k visa lag Gaya but at the same time VO handed over me the yellow slip and passport too)
......
I asked for the reason he said you are unable to show home-tie 
seniors please guide me accordingly.
what changes I have to make in my profile?
zRSuzSz.com
Photos from Amies Sobi's post
CI7YImdA2PB9P61MavnHLQIrqungSJNNW4TeaRqvNA7WJ3IunAukVDrnM8wOKN7KC
"
18,"
Interview Advice for those who got rejected in first Attempt.
You may go with the same university but not with the same profile. VO will must ask you what circumstances have you change this time?
Circumstances mean ur academic, professional, financial or personal circumstances…University is not ur circumstance. 
Try to identify the reason of rejection, improve ur profile accordingly and then apply again with a gap of minimum one month for next attempt for same intake
Re-apply 
with no change in ur circumstances would be a waste of time and money.
"
19,"
Interveiw  experience 
REJECTED 
ISL EMBASSY  8 am
Course ms in business analytics 
Hoftra 
Me: 
Hello good morning
Vo: Good morning
Please put your right hand fingers  on scanner 
Me:done 
Vo: so why are you going to US ?
Me: i am going to US for masters in business analytics from hoftra University 
Vo:why did you choose this school?
Me : there are multiple  factors about choosing  this University. First one is course structure  the courses that they are offering me are completely  related to my are of interest ( i want to explain  further about subjects and ranking but he asked another  question) 
Vo: in how many universities  did you apply?
Me: i apllied in 4 universities 
Vo:name them 
Me : told 
Vo : who is gonna pay for your trip?
Me : my parents going to sponsor  me 
Vo : what they do for living?
( he was asking questions so fast i got nervous) 
Somehow i answered but he didnt let me explain about their earnings etc)
Vo : have you ever travelled  internationally?
Me : yes i visited oman few times with my family 
VO : OKAY YOU ARE NOT QUALIFIED I AM GIVING YOU THIS SLIP REASON IS MENTION ON IT (214B)
I got nervous  because of his rapid fire questions  it all happend in 2 mins i think... he didnt even let me finish
What should i do now ? Should i go with same profile and try to explain or change something  in my profile ? 
Seniors  please guide
"
20,"
Could someone please explain why my visa was rejected? I have provided the entire conversation below for reference.
VO Identity : Long beard Man 
Location : Islamabad 
Question: Why did you choose MIU or why MIU?
Me: MIU is economical and I can afford it easily right now. I am trained in banking software development, and there are only 32 of us who know the banking software development technology. Their course focuses on Oracle JAVA (Banking software development), which I have 
been working on for 5 years, making it beneficial for my career. My current company has committed to promoting me to a managerial position if I complete an MS in Java, so it is a great opportunity for me. He says ""Wow, great.""
Me: If you want to see it, I have a commitment letter from my company. He says ""No need.""
Me: Additionally, MIU's curriculum involves studying only one subject and taking exams at the end of each month. Also, MIU offered us CPT.
Question: I saw on your F1 Form you need $. Who will pay this fee?
Me: Sir, I am on self-finance. It's my savings, and if I need more for the next year, my father is a landlord, and he will easily pay this fee.
Question: How many universities have you applied to?
Me: Four (Drake Uni, MIU, and Mississippi Uni).
He: And which university has selected you?
Me: Drake and MIU.
He: Then why didn't you choose Drake?
Me: Actually, MIU responded first, so I continued my process with MIU.
Question: In your DS_160, I see you already did MSCS. Then why do you want to start MS again?
Me: Sir, actually, I already told you that I have been working on Java for 5 years, and my MS was in Data Science. There is no future for data science in Pakistan, so I want to start MS again, but in Java.
then he start typing completely silence  for 2 mints then i startd talking
additionally sir,  I follow Dr. abc on Google Scholar. I have published six papers internationally, so his research papers are relevant to my research, and if my visa application is approved, I'll work with him in the future.
Question: In which field did you publish your research papers?
Me: Data Sciences.
And then he gave  me a yellow rejection paper.
"
21,"
F1 Visa Interview 
Status: Rejected
Consulate: Karachi
15/12/2022 8:30AM
Counter 7 Young American guy without beard
Students before me for undergraduate programs were rejected and one student for masters degree was accepted only. 
Me: Good Morning officer!
Him: Why this course?
Me: I chose bs business administration as i belong to a business related family, my father and brother both are successful businessmen, i have interest in business as this course will enhance my business skills as ill learn about all aspects of business including economics, marketing, supply chain and information system 
He gave a smile, seemed like he thought i was confident abt my program like know how, and stood up took my passport inside and came back
Him:Why this university?
 I did an internship at an educational consultancy where i got to know about university of UTAH then i did my research and got to know about unique majors that university is providing and big campus situated in 1526 acres, diversification of students, support system for students, i got scholarship of 35000$ across 4 years and last factor was location, which is salt lake city, it is one of the liveable cities in US and top preference for international student because of the business opportunities.
Passed me my docs with rejection slip and said sorry you’re not eligible for the visa under section 214B. 
Can anyone guide me where i went wrong as I cant seem to understand with only two questions how he rejected me. My D160 was perfect also funding and my family ties are also good as I’ll have to come back to takeover my family business. 
Ps: i applied on basis of my o level grades
"
