,Text
29,"
US Embassy Islamabad
7 June 
Appointment time: 8AM
Interview Time : 8:30AM
Reached embassy at 7:15
F1 
Visa
George Washington University
Masters in Computer Science
Scholarship : 37000$
STATUS: APPROVED 
 
VO:Which course will you be studying?
Ans- Masters in computer science with a concentration in software engineering and systems
VO:Why GW?
Ans - Course and research aligns with my interests - Has research in distributed systems which is very closely related to my final year project in bachelors - Scholarship of 37000$ - Visited Washington DC a couple of years ago and loved the city
VO:37000$ is a good amount. Who will fund the rest of it?
Ans- My primary sponsor would be my father. He has X amount of cash with Y worth of assets. And my uncle can intervene as well if necessary although I’m sure that wont be needed.
VO:What does your father do?
Ans - Senior bureaucrat
VO :Okay yeah there wo go 
VO then typed out something for very long then approved the visa
Note : I already had a B1/B2 visa and also had 6 prior visits to US along with other extensive travel history.
"
30,"
ADMIN URGENT APPROVAL, SINCE I ADDED SOME ADDITIONAL HELPFUL INFO. 
By the grace of Almighty Allah Visa Status: Approved
Type: F1
Time and date: 8:45 am, 22nd May 2023
Embassy: Karachi
VO: An American lady
VO: Good Morning
Me: Good Morning. How are you, ma'am?
VO: Fine, thank you! 
VO: So, why are you going to Georgia State University.
Me: To pursue a Bachelor's in Computer Science
VO: Who will sponsor your studies?
Me: Told
VO: What does he do?
Me: Told
VO: Show me your sponsor's statement of account:
Me: Handed it over.
VO: Have you previously applied for a US visa? (looking at my previous record)
Me: No (My parents applied for a US visit a few years ago when I was not old enough to know what was going on, so I couldn't recall it the first time she asked about it).
VO: Are you sure? (Looks at me sideways)
Me: (Then it finally occurred to me that, yeah, my parents had applied for a visa back in the day. I clarified that I was young, so that's why I couldn't recall it. VO laughs it off)
VO: Okay, then, I am approving your visa, and make sure to collect your passport in 2 to 3 days.
Me: Was overwhelmed with emotions and in utter disbelief.
My take: The interview itself lasted hardly 45 seconds. I would say that my sponsor (I'd mind disclosing my sponsor) was the sole reason for my approval. The VO did not ask any other major or college-related questions apart from what was asked above. Also, given my interview experience and what was happening inside the interview room, VOs do not reject you out of rudeness or some other baseless reason. Neither you have met the interviewers nor the interviews have met you. It all comes down to how you present yourself and how genuine of a student you are. Anyway, enough of my Ted talk. 
Thank you, Almighty Allah, my parents, and the countless members of Pakistani Student in USA, who were willing to share their interview experiences regardless of their outcome.
Thank you once again!
Edit:
An important thing I did not mention: I qualified for an out-of-state waiver at the college. Essentially, I've been waived off out-of-state tuition and will pay in-state tuition, tuition paid by a Georgian resident that is far cheaper than out-of-state tuition.
So, for those looking to apply to GSU, the university will automatically consider your application for this waiver, and you have better chances to qualify for one if you submit your apps in early September or as soon as applications open.
The waiver goes by the name of Campus Atlanta Scholarship, which
includes either a 50% or a 100% waiver.
Peace 
"
31,"
#f1visaapproved
 
INTERVIEW EXPERIENCE 
Embassy islamabad 
VO was a long beard American Guy
Date: Dec 7 2022
Status: Approved 
PROFILE: 
Intermediate in Accounts
In 2019. 
Minnesota state university Mankato. 
Duolingo 120.
Slot 10 Am. 
When I enter in embassy I've seen my some friends and other students hold the rejected slip then I was very nervous. One of my friend told me please do not give interview to the women's, he got rejected from Korean looking auntie she was very strick and rejected to almost every one. 
I did my finger prints on scanner and then security guard guide me to sit at chair no 2 in front of korean women. After 2 minutes I changed my seat and sit down in the front of long beard guy, I was much nervous because the rejection ratio of 7 December was very high. 
Now my turn long beard guy approved 2 boys front of me. 
Me: Good morning officer, how is your day going. 
VO: I am doing good thank you and asked me for my documents.
VO: what did you want to study in United States?
Me: I want to pursue my beachlor degree in computer science at Minnesota state university Mankato. 
VO: Why you select usa?
Me: well, a degree from USA is itself a gurentee of successful carrier. Us  degree recognized throughout the world for their excellence. Us education systems has best academic and social environment. There are lot of practicle and research Centre so it will me for hands on training and practicle learning. 
VO: What do you currently?
Me. Currently I'm preparing for my further studies in United States. 
VO: Good. Who is your sponsor ?
Me: well, I got approximately 45% scholarship and after that they will charge me 5500 dollars per semester, so my father is my sponsor.... Vo interupt me. 
VO: What does he do?
Me: He is a business man. He is selling Scottish clothing include Scottish musical instruments... VO interupt me. 
VO: oh Scottish musical instruments, what is the name of your father business. 
Me: Told. Then officer typing 2 minutes on his computer. 
VO: is your father sell that product locally? 
Me. No officer, my father sell their products world wide. He is also working on etsy and eBay. 
Vo: oh that's great. 
Me: officer are you know about scottish clothing? 
Vo: yes, I also wears kilts and  jackets. 
Me: oh that's great. 
VO: How many workers working under your father business?
Me: Approximately 45 workers working for their manufacturing unit and 12 members working for their e-commerce website and online stores. 
VO: very good. How many siblings do you have? 
Me. Told 
VO. Tell me your birthday date?
Me. Told
Where do you born?
Me. Told
And then officer typing for 1 minutes and after that he gives me approval slip and said your father business is very good and I am very amazed, and said welcome to the United States.
Me. Thanks officer have a great day.
Good luck to all of you.
If any one is studying already in minnesota state university Mankato, kindly leave a message in my inbox I need some information thanks.
Ciq1QpK62K.com
Aseem
#f1visaapproved 
INTERVIEW EXPERIENCE 
Embassy islamabad 
VO was a long beard American Guy
Date: Dec 7 2022
Status: Approved 

PROFILE: 
Intermediate in Accounts
In 2019. 
Minnesota state university Mankato. 
Duolingo 120.
Slot 10 Am. 
When I enter in embassy I've seen my some friends and other students hold the rejected slip then I was very nervous. One of my friend told me please do not give interview to the women's, he got rejected from Korean looking auntie she was very strick and rejected to almost every one. 
I did my finger prints on scanner and then security guard guide me to sit at chair no 2 in front of korean women. After 2 minutes I changed my seat and sit down in the front of long beard guy, I was much nervous because the rejection ratio of 7 December was very high. 
Now my turn long beard guy approved 2 boys front of me. 
Me: Good morning officer, how is your day going. 
VO: I am doing good thank you and asked me for my documents.
VO: what did you want to study in United States?
Me: I want to pursue my beachlor degree in computer science at Minnesota state university Mankato. 
VO: Why you select usa?
Me: well, a degree from USA is itself a gurentee of successful carrier. Us  degree recognized throughout the world for their excellence. Us education systems has best academic and social environment. There are lot of practicle and research Centre so it will me for hands on training and practicle learning. 
VO: What do you currently?
Me. Currently I'm preparing for my further studies in United States. 
VO: Good. Who is your sponsor ?
Me: well, I got approximately 45% scholarship and after that they will charge me 5500 dollars per semester, so my father is my sponsor.... Vo interupt me. 
VO: What does he do?
Me: He is a business man. He is selling Scottish clothing include Scottish musical instruments... VO interupt me. 
VO: oh Scottish musical instruments, what is the name of your father business. 
Me: Told. Then officer typing 2 minutes on his computer. 
VO: is your father sell that product locally? 
Me. No officer, my father sell their products world wide. He is also working on etsy and eBay. 
Vo: oh that's great. 
Me: officer are you know about scottish clothing? 
Vo: yes, I also wears kilts and  jackets. 
Me: oh that's great. 
VO: How many workers working under your father business?
Me: Approximately 45 workers working for their manufacturing unit and 12 members working for their e-commerce website and online stores. 
VO: very good. How many siblings do you have? 
Me. Told 
VO. Tell me your birthday date?
Me. Told
Where do you born?
Me. Told
And then officer typing for 1 minutes and after that he gives me approval slip and said your father business is very good and I am very amazed, and said welcome to the United States.
Me. Thanks officer have a great day.
Good luck to all of you.
If any one is studying already in minnesota state university Mankato, kindly leave a message in my inbox I need some information thanks.
"
32,"
Visa Type: F1
University: Penn
Program: PhD
Discipline: Criminology
Research Spec: CT and P/CVE
Status: Approved
Me: Hey *as I approached the window*
VO: Hey; Good Morning, kindly pass me your I20 and passport.
*immediately after passing my documents*
VO: Oh! you’re heading to Penn?
Me: Yes, I am heading *back* to Penn.
*with a smile*
The VO looked at me and asked, “back to Penn?”
I replied, “Yes, I graduated sometime ago from Penn and now I am heading back to my almamater for a doctorate.”
VO: “Thats wonderful, Hassan! your visa is approved - have a wonderful stay in the US!”
Me: Thank you so much! have a great rest of the day - bubyee!
"
33,"
Islamabad Embassy
1st Attempt
Date: 5 June 2023
Time: 8.30 am
Status: approved
(Vo 
was a white lady)
Academics: O-levels 6A* 2A , A-levels 4A*s, SAT 1430
College: Rhodes college (50k scholarship)
Course: Bachelors in business studies
(After scanning of fingers I moved to next counter)
VO: Have you ever been issued a US visa before ?
Me: Yes
VO: How many times have you visited the US ?
Me: 3 times
VO: For what purpose have you traveled to the US before ?
Me: I went for my vacations each time.
VO: Does anybody in your family have a travel history ?
Me: Yes my father traveled to Saudi Arabia.
VO: How did you come to know about Rhodes College ?
Me: My school counselor told me about it and after researching about it a little I added it to my university list.
VO: Why are you going to Rhodes ?
Me: First reason is that I am majoring in bussiness studies and in Rhodes I will be studying 4 main aspects of business which are finance, management, marketing, and accounting which will help me after my graduation as I want to do business. Secondly, their are less number of students in this college and as the community is small it is very connected to each other.
VO: hmm you got a huge sum of scholarship what about the remaining funds, who will be funding that you?
Me: My father will be sponsoring me
VO: What does your father do?
Me: Told
VO: How many employees are in his company
Me: 11 to 12 employees
VO: I am approving your visa. Congratulations! I will be keeping your passport in which your visa will be stamped.
Me: thank you!
"
34,"
#visaapproval
Date: 27th December 
Status: Approved (2nd Attempt) 
Embassy: Karachi
Refused on first interview (9th December) 
Master of science in computer Science from University of the pacific. 
In my first attempt, they asked me only four questions and while being financially strong with all good answers, my visa was refused. I applied again a 4 days after my first attempt. 
ME: Good morning Officer,
VO: Good Morning, 
VO: Why you are going to the USA? 
ME: Officer I am going to pursue my master's in Computer Science.
VO: okay so why going to study there?
Me: USA has the highest Academic standard, also they have more hands on practice learning. Apart from this graduating from a USA university can lead me to the senior level job in pakistan.  
VO: Ahaan, So where are you currently working?
Me: I am working as a ******* Engineer at (Company name) 
VO: Sorry as a? 
ME: Told my position, and company name again. 
VO: ahan.. what do you do there?
Me: Told detailed of skills i worked.
VO: How did you applied for this university?
ME: Officer, I applied for total four universities, and I applied through websites. 
VO: Which universities you applied to?
ME: Told all four universities name.
VO: Where is ******** university?
ME: told the city name, after saying it I smiled and said officer at this time even I don’t remember the exact location but it's situated in this city. 
VO: Smiles and said Even i have also heard the university name first time 
So, where is university of the pacific i haven’t heard that as well. 
ME: Officer, it's in Stockton, California even though they have their three campuses and told the other cities name. And i am going to Stockton campus.
VO: Ohh, okay. 
VO: Your fees is quite expensive, who is going to pay it. 
ME: My father is sponsoring me, as he is a Consultant Doctor.
VO: Also, then it's expensive.
ME: Officer, we have assest which worth around ****** in the form of properties.
VO: Okay, so what you have in properties? 
ME: Officer, we have rental properties and (Told total number of Acres) Agriculture lands.
VO: Where are your agricultural land.
ME: told the city name.
VO: Asked again for accurate location.
ME: Told officer in the form of KM away from karachi. And said it’s our village.
VO: then smiles and asked then were you have been affected with the recents floods. 
ME: I said No mam, we are not affected so much then other these areas (stated other cities name)
VO: Okay. 
Then asked me about my brothers and what they do. Also Asked anyone relative in the USA.
After few minutes typing on computer officer gave me pink slip that your visa is approved. 
I believe if you have a good profile and strong financials, one should definitely go for a second attempt right after the refusal. I was not sure at first as I heard many people saying that it's very hard to get cleared in second attempt but never loose hope and stay calm. 
Alhamdullilah things went great and my visa got approved in second attempt!
"
35,"
Allhamdulillah
First try(Approved)
22 July 2022
Me: Good afternoon officer 
VO: 
Good afternoon, how are you?
Me: I am good, how are you?
VO: I am good, Muhammad Bilal?
Me: yeah
VO: Which university are you going to?
Me: Drexel University
VO: Which high school did you attend?
Me: Roots Ivy
VO: Which location?
Me: Westridge Rawalpindi
VO: How many colleges did you apply to?
Me: 7
VO: Does any of your family member lives in the US?
Me: no
VO: Who is sponsoring you?
Me: My father
VO: What does he do?
Me: (answered accordingly)
\\ She typed for a couple of seconds
VO: What does your father do? (again)
Me: (answered accordingly)
VO: Okay great, I am approving your Visa Happy studying!
Me: Thank you so much 
\\ and I leave
"
36,"
F1 Student Visa Interview
Status: Approved
Date: 12/12/2022 @ 8:45 AM
Consulate: Karachi
University: University of Missouri-Kansas City
Course: Bachelor's in cinematography and film/video production
VO: Korean visa officer at counter number 6
Me: Good Morning officer!
VO: Hi. Pass me your documents.
Me: Here you go.
VO: Why do you want to go to the US?
Me: I want to start my bachelor's degree in cinematography and film/video production.
*The VO's facial expression made me understand that he was impressed with the field I wanted to pursue*
VO: Why do you want to study filmmaking? 
Me: Officer I come from a very artistic family, my father, mother, and sister, everyone is into arts, so I've always had a sense of appreciation toward all forms of art...
*The VO interrupted me*
VO: What kind of art does your father do?
Me: He likes to paint.
VO: Where does your sister live?
Me: I have a younger sister and she lives with us.
VO: What does your father do?
Me: My father is XYZ in XYZ company.
VO: But you just mentioned that your father paints *with a skeptical look on his face*
Me: Yes officer, my father likes to paint whenever he gets the chance because that is his hobby, but professionally he is XYZ in XYZ company.
VO: Hmm...
VO: What will you do after completing your filmmaking degree?
Me: I will come back to Pakistan because I see a big gap that needs to be filled in here in the Pakistani film industry, everyone is working on genres like romance and comedy, but no one is working on Sci-Fi or classic drama. I wish to bring all of the knowledge and techniques of advanced filmmaking to Pakistan so that I could create projects to uplift the under-developing film industry of Pakistan. 
VO: Alright! *The VO then handed me the yellow slip* and said, ""you will get your passport back in about the next two days"".
Me: Thank you, officer!
Good luck to everyone appearing for an interview soon. I hope this helps. 
All glory to GOD!
"
37,"
Visa Experience:
18th April 2023
Status: Approved
Visa Officer was a young female
VO: 
Hello, How are you?
Me: I am fine, Thank you
VO: Which university are you going to?
Me: University of Illinois Urbana Champaign
VO: What will you be studying?
Me: Masters in Agricultural and Applied Economics
VO: Do have any specific research focus?
Me: Yes, I have a one year experience in Agricultural Supply Chains in Pakistan. I have been actually offered a fully funded offer because my research interests are aligned with that of a professor from the university, (name of the professor). He offered me the scholarship.
VO: Ok nice, why are you going to this specific university?
Me: Because, out of all my other offers, this offer was the best one in terms of funding. And I value my financial well-being in the US.
VO: That's smart. Where else did you apply?
Me: I applied to University of Chicago and Iowa State. UChicago offered me two offers, one from Harris school of Public Policy and the other from the Division of Social Sciences.
VO: Ok. (She looked at the screen for a while) Congratulations, your visa is approved.
Me: Thank you so much!
Thanks to 
Irshad Arshad
 for his sincere help.
"
38,"
#Alhamadulillah
 
#F2_Visa
 
#Approved
 
Hi,
Masha Allah, my F2 visa has been approved last week but i have few questions,
1. 
What would be duration of visa i.e., 3 years or 5 years as my partner is about to finish masters and will most probably start PhD but till now on masters F1 visa. 
2. what is the requirements for entry? Like if i want to travel after one year or i have to travel within first 6 months after granting of my F2 visa? Like is there any rules? 
Thanks
"
39,"
Visa Interview Experience 
Visa Category: F1
Visa Status: Approved
Interview Date: 5th July,2022
Embassy: Islamabad
Institution: Westcliff University, California  
Program: BBA
Me: Good Morning Officer
VO:  Good Morning, Pass me your Passport and I-20.
VO: So you had visited United States before?
Me: Yeah I went to US in 2019.
VO: What was the purpose of visit?
Me: It was a 2 week school trip..... (interupted)
VO: Which university are you going to?
Me: I'll be going to Westcliff University located in Irvine, California.
VO: Why Westcliff?
Me: So the coursework offered at Westcliff has unique blend of Digital Marketing and Business Administration and it is very.... (interrupted)
VO: Who will be paying for it?
Me: My father will be covering all the... (interrupted)
VO: What does he do?
Me: TOLD
VO: What is his monthly income?
Me: I donot know about the monthly income but his annual income is around 10million.
VO: How many people work under your father?
Me: Around 15 to 20.
VO: Do you have any relatives in US?
Me: No I donot have any relatives in United States .
VO: Ok I'm approving your visa. Have a good time in United States and study hard.
Me: Thanks alot, you just made my day and I ran out of the building with mixed emotions towards elevator, it was raining and I can't just explain the moment in words it felt like a movie scene just like the happy ending,  the hero running with his success. 
I saw alot of rejections today, even all the ppl who gave interview before me got rejected but the only thing I sticked to was confidence and I think if your profile and funds(sponsor too) are well enough than you only need confidence.
"
40,"
F1 visa interview
Date:  16 May 2023
Status: Approved
VO: why are you going
Me: 
To pursue my masters in hospitality management 
VO: but it's written science and technology here
Me: Sir my university name is Iowa state university in science and technology, my course is hospitality management 
VO: oh ok, in hospitality management what department you are interested in?
Me: I am basically a hotelier and I love to interact and communicate with diverse people. I m more interested in front office where I can help customer by exceeding their expectations.
VO: you have done graduation from Malaysia? 
Me. yes I have done my graduation in the same course from Malaysia. 
VO: how much your graduation costs you?
Me: in total it cost me 50k USD for four years.
VO: oh for four years ?
ME: yeah, because there is difference of currency rates that's why.
VO: he was continuously typing and asked who is going to sponsor you
ME: My mother is going to sponsor me, as she similarly supported me when I was in Malaysia. 
VO: what does she do?
ME: she owns residential and commercial properties and also she is the owner of ____ school. 
VO: show me the statements please?
Me: sure sir.
VO: Do you have any career plans in USA?
Me: No sir, I want to come back to my home country and startup my own restaurant.
VO: what is the guarantee that you will come back ?
VO: I have my mother and sister alone over here and I have no father he passed away 10 years ago and my professional career requires me here as I want to open up my own restaurant so I have to come back and start planning up things.
Typing for 4 5 minutes feels like hours to me  
VO: hands me blue slip Your visa is Approved please check your email for passport collection.
ME: Thank you office good bye.
"
41,"
F1 Visa ( Visa approved )
Islamabad Embassy 
07 December 2022
VO: Good Morning 
Me:
VO: 
Why do you want to go to the US?
Me:
VO: You have a graduate assistantship?
Me: 
VO: Give me your offer letter for Graduate assistantship.
Me: 
VO: What would you teach as a teaching assistant?
Me:
VO: You mentioned that you have work experience with the Consultant company. What were your job duties?
Me:
VO: I am approving your Visa, Best of Luck 
"
42,"
Date: 14th October 
Status: Approved (2nd Attempt) 
Embassy: Islamabad 
In my first attempt, they didn’t ask me many questions and while being financially strong with all good answers, my visa was refused. I have also mentioned my experience in a previous post. I applied again a week after my first attempt. 
VO: 
Good morning 
Me: Good morning officer, I have to say something about my
Previous experience. 
VO: yeah sure go ahead 
While being a genuine student with good financials and strong travel history my visa was refused.
(Gave him all the details of my facts; Father’s business and my future prospects) 
He stopped me there after listening to me for a good minute or so. 
VO: ahan… okay so why USA?
Me: it is a land of excellence with alot of opportunities. It has new technologies and practical based studies through it’s advanced curriculum. 
VO: What does your father do? 
Me: Mentioned again here about his media production house business. 
VO: How many employees? 
ME: 2 dozen 
VO: where are you working now?
Me: I’m working at ____ as an electrical engineer.
VO: ahan.. what do you do there?
Me: Mentioned about my duties 
VO: hmm okay (asked for my old passport) 
VO: checked the details and started typing 
While he was typing I also kind of told him he looked good in Shalwar Kameez 
 
VO: okay… so you’re visa is approved! Good luck! 
I believe if you have a good profile and strong financials, one should definitely go for a second attempt right after the refusal. I was not sure at first as I heard many people saying that I should have a semester’s gap between the next interview date but I knew I had a strong profile and I was just unlucky.
Alhamdullilah things went great and my visa got approved in second attempt!
"
43,"
Alhamdulillah visa approved!
My profile:
2.7 gpa from University of karachi (graduated in 2016)
4 years of software engineering experience.
Interview date :02-nov-2020
Interview time :8 am
I was the first interviewee of the day!
VO : hello, good morning
Me : I am fine, how are you?
VO : good, so DePaul? Tell me about your program
Me : it's master's degree in computer science, I really liked the course outline, I am a c++ lover and they are giving exactly what I want.
VO : what is your salary here annually?
Me : told.
VO : what do you do in your job?
Me : I am a developer so I design and develop softwares, also I have 4 years of experience in c++.
VO : who is bearing your expenses?
Me : my parents.
VO : what do they do?
Me : told.
VO : how many family members do you have?
Me : Two sisters both married.
VO : congratulations, I am approving your visa.
Me : thank you!
QMozMp.com
Aseem
Alhamdulillah visa approved!

My profile:
2.7 gpa from University of karachi (graduated in 2016)
4 years of software engineering experience.

Interview date :02-nov-2020
Interview time :8 am

I was the first interviewee of the day!

VO : hello, good morning
Me : I am fine, how are you?

VO : good, so DePaul? Tell me about your program
Me : it's master's degree in computer science, I really liked the course outline, I am a c++ lover and they are giving exactly what I want.

VO : what is your salary here annually?
Me : told.

VO : what do you do in your job?
Me : I am a developer so I design and develop softwares, also I have 4 years of experience in c++.

VO : who is bearing your expenses?
Me : my parents.

VO : what do they do?
Me : told.

VO : how many family members do you have?
Me : Two sisters both married.

VO : congratulations, I am approving your visa.
Me : thank you!
"
44,"
Visa APPROVED.
Location: US Consulate General Karachi
Program: Data Science
University: Stevens Institute of Technology.
First attempt.
We greeted each other.
VO: pass me documents
I passed.
VO: Why this univesrity?
Because data science program at Stevens is offered by mathematics department which adds a lot value to my teaching career back here in Pakistan.
Which all universities did you apply?
I applied to Pace University and got the admission too.
Where did you do BS from?
Institute of Business Administration Karachi.
Why not do the MS from your own country?
My future goal is to teach data science and machine learning in Pakistan and a degree from US help me with it a lot.
Who is sponsering you?
I have to scholarship plus I have taken student loan.
Do you have any relatives in the USA?
No, I don't.
What will you do after completing studies?
I want to come back and teach at IBA or LUMS.
And he said, sir your visa is approved and you'll be sent your passport within 2-4 business days
That's it. Interview lasted for 2-3 minutes.
TIP: Make your answers 'I'll return back to home country' oriented. Say I'll return after studies without saying I'll return after studies.
"
45,"
1st Attempt
Status:Approved
Vo:why are you going to USA
Me:To pursue my bachelors degree from university of Kansas
Vo:why you chose this university 
Me: 
it’s among top 200 universities in USA and i got 36k scholarship for my whole program 
Vo:typing in rush
Vo: I think your father is in KSA(kingdom of Saudi Arabia )I didn’t mention it
Me: Yeah he is
Vo: What’s his occupation 
Me: He is working in construction company and running his side buisness from Last 30 years
Vo: Have you been to KsA
Me:i born and raised there
Vo: still typing like a programmer 
Vo: How many siblings you have
Me: 4 including me
Vo: Asking specific details about them
Me: Describing 
Vo: typing and checking through their system 
Vo: giving blue slip 
Congratulations Sir! You will receive your visa within a week
Me: Asking for my passport (confused)
Vo: You are done 
Me: chewing blue slip with mixed emotions in my mouth and running towards elevator asking others about their results in Hiace
"
46,"
Visa Experience:
Status: Approved
Applying for: F1 for Master’s
Background info: I had two prior B1/B2 rejections 3-4 years ago.
I will list down as many questions as I remember. I apologize in advance, but I was so nervous and it was quite lengthy so I don’t recall all questions and answers, or the order in which I was asked. This post is very, very long.
I 
have removed identifiers because I wish to remain anonymous.
---
VO: Please pass your documents. (She spent a lot of time looking at her screen and my I20.)
VO: Why the US?
(I feel like I fumbled here but I just answered how the US is the best at research and my program and that’s why I want to pursue my masters there at (my uni))
VO: Why (this uni)? (it’s in the top 20 of my grad program, btw)
(I gave my reasons and I also mentioned that I talked to current students and alumni.)
VO: How many people did you talk to?
(I told her about the students I talked to and the staff at uni I talked to, as well as the information seminars I attended.)
VO: Why this course?
(I talked about my major, its application in research, and how im interested in pursuing a career in this field.)
VO: What kind of research?
(I told her the kind of diseases im interested in studying.)
VO: What diseases specifically?
(I told her about the two diseases im interested in researching that are also prevalent in my community.)
[P.S: I had experience managing these diseases as a doctor.]
VO: Where do you work currently?
(I told her my job title in clinical research and my work place)
VO: What do you do in your job exactly?
(I elaborated on my duties in my current job.)
VO: How will this course help you? What kind of career can you have?
(I elaborated on how research is something ive already been involved in since my undergrad years and im continuing that. And I told her the several different jobs I can get here in Pakistan. And how it’s a step up from my current work and job title.)
VO: Where would you find these jobs here (in Pakistan)?
(I told her about the place I want to work at in my city and the person there im interested in working with. I also mentioned my current workplace.)
VO: So you’re a medical doctor?
Me: Yes
VO: When did you graduate?
Me: three years ago
VO: Where did you graduate from?
(I told her my university name.)
VO: Where is this college?
Me: Here in ___ (my city) right next to the ____________hospital.
VO: What did you do since?
(I talked about my jobs since graduating. My intern year and then of course my current job.)
VO: Whos sponsoring you?
Me: My uncle and aunt and a Dean’s scholarship.
(I told her the names of my sponsors, and how the scholarship was merit based.)
VO: What do they do?
(I told her each of their job titles and place of work)
VO: (Again confirmed my uncle’s workplace).
Me: Yes.
(She was typing a lot and looking at something on her screen while I talked about my sponsors)
VO: Do you have any financial documents of your uncle and aunt. Anything I can see now?
Me: Yes, I have their bank statements and affidavit of financial support. Would that be fine?
VO: Yes.
Me: Sorry they have these post-it/tags on them
VO: That’s fine.
Me: Okay here you go. (I also ended up giving both their passport copies)
VO: Oh so theyre separate people, not married to each other?
Me: Oh no no, theyre both separate people, not related.
VO: Where do they live?
Me: My uncle lives here in (my city) at ____ and my aunt lives in ____ (abroad, not US)
VO: (She sifted through everything; the bank statements, my I20, and was carefully reading even the affidavit. I should highlight here that I assume my last two rejections for the B1/B2 visa were because of my finances, which is probably why she was carefully reading everything in my case. Just my opinion.)
VO: Alright I see you have enough for one academic year. What about your second year?
Me: Yes, I have the Dean’s scholarship well into my second year as well, and my uncle and aunt will continue to support me.
VO: Okay.
(Then she was reading through something on the screen. She was doing this a lot during my interview and overall for others too maybe, cause other people were standing idly by her counter as well for a while.)
VO: I see you have previous rejections, was that trip for the USMLE? (many interviewees that day were going for their USMLE Step 3 or clinical rotations, just btw)
Me: Um, not exactly. I was also going for my clinical electives at ______ (this is a top ranked university in the US) where I had the chance to work with Dr ____ and another clinical elective at ______ (a famous research hospital in the US) to work with Dr ____. (I was excitedly telling her about the Drs because I genuinely find them both to be amazing)
VO: Are you not giving USMLE now?
Me: No. As I said, I am not pursuing a clinical career anymore. Im pursuing research.
VO: (I don’t recall the exact question. She asked me to elaborate on my career change. Like why I wasn’t practicing as a medical doctor and why I’m currently pursuing this degree and research?)
(I told her about when I switched and what led me to change my career to research. I just answered honestly.)
VO: How have your circumstances changed since then?
(I got confused because I thought I already elaborated on my career change so I mentioned it again and how this is for a masters degree.)
VO: No, what has changed? Did your sponsors not fund your trip last time?
Me: Oh no, my aunt and uncle weren’t my sponsors then. It was my father. He was sponsoring my trip last time.
VO: What do your parents do?
VO: How come your aunt and uncle are sponsoring you this time? How did that happen? (again, I don’t remember her exact words but she wanted me to elaborate why I made this change and how my aunt and uncle came to be my sponsors this time)
(I explained how they became my sponsors. They have been supportive of me throughout my application cycle and offered to fund my education. And I accepted.)
VO: Okay.
(Then she kept reading something. Kept scanning my passport. Was mostly looking at her screen during my interview. This felt like forever.)
VO: Alright, everything looks okay.
(Now this I was unprepared for, what should I say now lol. Should I say thanks or okay? So I just kept quiet lol)
VO: Im approving your visa! (Then she went on to explain how I will get my passport in 3-5 days, that she will keep my passport but return my I20 and SEVIS page. How I should keep this safe and make sure to bring it with me while travelling for the US Port of Entry I guess. I was in sheer shock so I was just blankly staring)
Me: Thank you! Thank you, hope you have a wonderful day ahead!
Took my documents and my folder and just rushed out.
The interview was longggg, as you can read. My VO was taking long interviews of nearly everyone I could see in that counter but it was not necessarily a bad thing. A lot of them were approved; you just had to be concise in your answers. The length itself can be intimidating, but if you’re honest and you’ve done your homework it will go well inshaAllah.
My brothers were a great source of help for me. They conducted my mock interviews and helped me throughout. One of my brothers is on an F1 visa in the US and I mentioned it in the DS160 form as well. But as you can read, she asked me nothing about that. I even mentioned an uncle in the US in my previous DS160 form for my B1/B2 applications, but she asked nothing about that either.
I reached out to many Pakistani students in the US through friends and friends of friends who all told me about their visa experiences and how it’s so straightforward and nothing to worry about. They were all super supportive and encouraging as well.
I used this group and the F1 visa experiences group on facebook a lot to gauge the kind of questions I could be asked and to learn from other people’s experiences. I made it a point to read mostly the approved posts. The rejected posts, though a lot more in number, serve to discourage and demotivate you. But yes, you can also learn from them. I still suggest reading mostly the approved posts. I even reached out to 
Rana Ibrar
 who was so gracious with his time and advice and guided me. He conducted a mock interview, told me about all possible questions, and was overall very motivating. He basically said: Your visa is approved! Long before I heard it in the consulate lol. JazakAllah Abrar!
Good luck to everyone applying. The 3Cs mentioned in this group’s featured post is spot on, and you will find anyone on the internet saying the same. Your finances, credibility as a student, and your commitment to the course and country and laws is what’s important. Which they will gauge from your interview mostly. If you are a genuine student and your finances are in order you should have no problem getting that visa inshaAllah.
"
47,"
22.12.21 
First attempt 
Adelphi uni
Pathway 
Approved 
Questions asked: 
Why US? 
Why this Uni?
Who is your sponsor? 
What is the occupation of your sponsor? 
Have you ever been to the US? 
Vo was a lady 
Isb embassy.
"
48,"
My brother's visa got approved today. 
* Isb Embassy
* 9am slot ( He reached the embassy at 10)
* University of Minnesota, Mankato
* BS 
International Business 
* 8k $ scholarship
* Matric 93%
* Fsc 93%
* Duolingo 125
E: Good Morning Sir
VO: Morning. Put your fingers on the fingerprint sensor. 
E: Why are you going to US?
VO: To pursue my undergrad degree at University of Minnesota, Mankato
VO: Who is sponsoring you?
E: My father is sponsoring me.
VO: Explain the business nature in detail?
E:    *explained*
VO: Any relatives in the US?
E:  Yes, my elder brother is currently pursuing his Masters degree at *** University
VO: Congratulations. I'm approving your visa. Welcome to the United States of America.
.
.
.
.
.
There were 100+ F1 candidates and around 6 were approved.
"
49,"
Visa Approved 
Karachi Consulate 
8 December
VO was Bread American… 
See more
"
