Unnamed: 0,0
131,"
F1 Visa ( Visa approved )
Islamabad Embassy 
07 December 2022
VO: Good Morning 
Me:
VO: 
Why do you want to go to the US?
Me:
VO: You have a graduate assistantship?
Me: 
VO: Give me your offer letter for Graduate assistantship.
Me: 
VO: What would you teach as a teaching assistant?
Me:
VO: You mentioned that you have work experience with the Consultant company. What were your job duties?
Me:
VO: I am approving your Visa, Best of Luck 
"
132,"
1st november 
Bachelors with physics major.
Saginaw valley state university.
50 percent scholarship.
O levels 4A* 4A.
A 
levels maths A physics B.
SAT 1360.
Ielts 7.0.
Status : approved.
Me: hello, good morning officer.
Vo: good morning, pass me your I 20 and passport
Me: passes. 
Vo: saginaw valley ( I have not heard about this university before) laughs..
Me: I got the highest possible international scholarship at this university and it matches my academic record perfectly.( got really nervous)
Vo: Oh okay on what base did you get the scholarship.
Me: told a levels result and sat score
Vo: why have you chosen saginaw michigan as a state.
Me: The international student population is quite low in saginaw which makes it easier for me to intersact with local students and get a career boost once I return to pakistan.
VO:  How did you get to know about this university?
Me: I researched about many universities and then shortlisted 10 universities. Finally I got reviews from universities alumnis and proffesors to make the final choice.
Vo: can you name those universities
Me : names 4 universities 
Vo: How will you pay the rest of the 50 percent fee
Me: My uncle ( us resident) will sponser me works in xyz company. Should I show you the financial proof statement?
Vo: no that is not needed. CONGRATULATIONS YOUR VISA IS APPROVED.
Handed me the blue slip ......
"
133,"
My brother's visa got approved today. 
* Isb Embassy
* 9am slot ( He reached the embassy at 10)
* University of Minnesota, Mankato
* BS 
International Business 
* 8k $ scholarship
* Matric 93%
* Fsc 93%
* Duolingo 125
E: Good Morning Sir
VO: Morning. Put your fingers on the fingerprint sensor. 
E: Why are you going to US?
VO: To pursue my undergrad degree at University of Minnesota, Mankato
VO: Who is sponsoring you?
E: My father is sponsoring me.
VO: Explain the business nature in detail?
E:    *explained*
VO: Any relatives in the US?
E:  Yes, my elder brother is currently pursuing his Masters degree at *** University
VO: Congratulations. I'm approving your visa. Welcome to the United States of America.
.
.
.
.
.
There were 100+ F1 candidates and around 6 were approved.
"
134,"
Embassy Islamabad
Visa approved
2nd Attempt
Date: 22-12-21
Applied by myself
Applied with same profile.
Profile
Fsc 85%
Matric 87%
IELTS 6.5
University
Southwest Minnesota state university
Course
Bachelor of Agriculture 
Interview
Me: Good morning mam. How are you?
Vo : I am great 
Vo: have you applied visa before?
Me: Yes I was rejected on 10 December.
Vo: why you was rejected?
Me: I don't know the exact reason behind rejection. But I think I was a little bit nervous and I couldn't explain my self. But now I am very confident and ready to explain myself.
Vo: let me see your profile
Me: ok
Vo: after 10-20 seconds. So there will be huge expense for getting education from USA. How you will pay??
Me: my father will bear all expenses for my education in USA. He has a large business. 
Vo: what he do?
Me: told.
Vo: How many employees he have?
Me: told
Vo: To How many universities you have applied?
Me: I applied to only this university.
Vo: why you have chosen this university?
Me: this university is providing me more practical and technical knowledge than theoretical. Some of their courses such GIS mapping and precision agriculture caught my attraction. Secondly this university has many clubs for the students of Agriculture Sciences like AG house is a well known club of this university. The 96% faculty of this university is highly qualified in their respective fields. And this university is providing me all these facilities at a very affordable tuition fees
Vo: what will you do after graduation?? Either join a consultancy firm or start own business?
Me: after completing graduation from USA I will come back to Pakistan and here I will establish my own agriculture farm. Where I will implement all those techniques and practices which I will learn from USA. Also I will join the agriculture department of Pakistan to spread awareness about modern agriculture.
Vo: from where you will get money to establish Agriculture farm?
Me: my father have 52 Acers of Agricultural land. And these are enough for establishing an agriculture farm.
Vo:Why you have chosen this field?
Me: being from an agricultural country, I have developed a great interest in Agriculture and this interest pushed me to get higher education from USA. Modern agriculture is the Need of Pakistan and unfortunately I can't see any improvement in this field due to traditional methods. And I want to revolutionise the Agriculture department of Pakistan.
Vo: ok. Congratulations your visa is approved. I am sure that education from USA will be very helpful for your career.
Me: Sure mam. Thanks.
1st attempt
Date : 10-12-21
University
Southwest Minnesota state university
Course:
Bachelor of applied science-Agriculture 
Fsc 85%
Matric 87%
IELTS 6.5
Visa rejected
Islamabad embassy
Vo what is your purpose to go USA?
Me: I am going to pursue my bachelor of applied Science in Agriculture.
VO: how you will pay your expenses?
Me: my father will bear all me expenses during my stay in US.
Vo what does he do?
Told
Vo how many siblings do you have and what they are doing?
Told
Vo Sorry you didn't qualify.
Me. Ok sir.
Just try to be confident and consized. As per my experience, confidence level matters 80 % in interview and rest 20% is for your profile and credentials. In my first attempt, I was too much nervous and couldn't explain even a single sentence. But in 2nd attempt I was very confident. I was speaking loudly and with proper eye contact with visa officer.
Thanks to 
Rana Ibrar
 , Syeda Yuman Zehra Zaidi  for motivating me. Abrar  Bhai ki motivation mery liye game changer thi. 
Special thanks to this Facebook group. 2 month pehlay mujhe USA visa ki abc ka bhi nhi pta tha lekin is group sa itni zyada help or information mili k mera visa approve hua Kisi bhi consultant ki help k bghair.
"
135,"
Visa status approved :
University : IIT Chicago
Program : MAS Power engineering (Pathway program)
Bechoulr GPA: 2.56
Dress code : Navy blue paint cout with white shirt and brown shose 
Appointment: 19th November Friday
Time: 8:00 (10:00)
Category: F1
 (Islamabad embassy)
Me: Hello 
Vo: Pass me your documents and put your left hand for scanning.
VO: Whats your program?
Me: My program is MS power engineering .
VO: who’s going to sponsor you?
Me: My father is going to sponsor me .
VO: What he is doing?
Me: He’s a businessman and he’s running Bajwa electrical pole company and we deal with street lights and pole and has been working with Bahria and DHA.
VO: Who many sibling do you have ?
Me: 2 brothers and 2 Sisters .
VO: what’s your brothers are doing ?
Me: my elder brother is working as a sale executive in company and my younger brother is working as a site engineer and I’m working as a design engineer into my company .
VO: You visa is approved .
Me: Thank you soo much .
Reason of my success : Five Times prayers and dua , a strong connection with Allah , quit Harm things and acts , Toba astegfar, solid belief on Allah , a little bit my struggle and strong diturmination.
With my belief if you want any thing in life then you should have a strong connection with Allah in the form of 5 time salah , dua with complete attention , and parents prayers .
"
136,"
Alhamdulillah 
Got my visa approved
Anyone from Chicago here?
Here is my experience 
Firstly its my first attempt 
VO WAS A LADY
VO: WHY U CHOOSE THIS STATE ILLINOIS 
ME BCZ THEIR WEATHER SUITS ME PLUS THE WEATHER OF MY CITY IS COMPARATIVELY SIMILAR WITH THIS CITY CHICAGO 
VO why are u going to Us
Me i am going to pursue my masters in energy systems from Illinois institute of technology 
VO  HOWS YOU SEARCH THIS UNIVERSITY 
ME I HAVE FOUND IT ON LINKEDIN 
VO WHO IS GOING TO MANAGE YOUR EXPENSES 
ME MY FATHER
VO WHAT DOES HE DO
ME HE IS A PRIVATE BUSINESSMAN,,,,,,,,,,,
VO TOTAL NUMBER OF EMPLOYEES 
ME ANSWERED
WHATS YOUR FUTURE PLANS
ME I WILL START MY OWN SOLAR POWER COMPANY......
VO CONGRATULATIONS YOUR VISA IS APPROVED 
ME THANKS 
THATS IT
POSITIVE POINT OF MINE IS THIS I WAS NOT PANIC AT ALL
I JUST CONVERSATE WITH HER as a friend
"
137,"
Islamabad Embassy 
Approved
9:00 am
Cleveland state University 
Masters in Information Systems
1st 
attempt
Young female VO
4th August 2022
Me: Good Morning
VO: Good Morning 
VO: which university are you going to ?
Me: Cleveland State University.
VO: Which course are you going to study?
Me: I’m going for a Masters in Information Systems.
VO: where is it ?
Me: It’s in  Cleveland Ohio.
VO: Did you apply for anyother Universities?
Me: yes I Did.
VO: which ones ?
Me: San Francisco State University and North Carolina State University.
VO: what are you majoring in ?
Me: I’m going for the Bussiness Analytics concentrated Course.
VO: Have you traveled outside of Pakistan?
Me:  No I have not.
VO: Do you have any relatives in the US?
Me: No I do not.
VO: Who is going to Sponsor you ?
Me: My mother will take care of all my expenses.
VO: What does she do ?
Me: She owns multiple rental properties and she has her business.
VO: How many properties does she manage ?
Me: About 12.
VO: What are you going to do after graduation?
Me : The skills this course offers is ideal for the market when I come back to Pakistan and I see a lucrative opportunity. I want to be a product manager which pays 6 times more than what I’m making right now.
VO: Alright I will approve your Visa.
Me: ok thank you.
THE TRICK IS to be Confident and natural like these questions don’t even matter and don’t get stuck while speaking. Try to stay to the point and not give a comeplete story for every answer you give.
My Experience: I came alone to a place near the embassy to stay. At 1 am I realized My mother hadn’t signed my I-20 I forgot to tell her to sign it.
My friend photostated my I-20 from the call center I worked at and delivered it to my home. 
At 2 am my parents left from Peshawar to give me the signed form. Then they asked to drop me off even tho it was just 5:30, I agreed and found out The roads were blocked and we had to take a long route.
I found out no InDriver no careem no Uber were available at the time. So it was a miracle my family came to drop me off. 
If I hadn’t forgotten to sign my form, my family wouldn’t have had come to drop me off and there’s a chance I would have messed things up 
But Thanks to Allah almighty things worked out.
Moral of the story if it’s written for you it will happen if it’s not Allah has better plans for you. Try try again
Best of Luck everyone May Allah bless us All 
"
138,"
 
Announcement for New Arrivals in Spring 2024!
 
Hello dear group members,
Great news for those whose student visas are approved for Spring 2024 and are en route to the USA! 
Introducing our  WhatsApp Group: ""
Pakistani students in USA
""
Purpose:
We've established this group to strengthen our community of Pakistani students here in the USA. Our mission is to:
-
 Provide support & guidance.
- Share valuable resources.
- Foster connections among members.
- Discuss academic matters, research, project ideas, on-campus jobs, and vital transfer information.
 Joining Instructions:
1. If you've joined or plan to join, kindly introduce yourself in the group. It helps everyone to get acquainted and aids in providing assistance, especially related to housing and connecting with fellow students from the same university.
2. For ensuring the authenticity and safety of our members, we kindly request you to email proof of your student status in the USA to abrarrana692@gmail.com. This could be a student ID, visa approval slip, or any similar documentation.
3. Once verified, I will send you the exclusive link to join the group.
Let's ensure that our fellow Pakistanis feel welcomed, supported, and connected as they embark on this new academic journey in the USA.
"
139,"
F1 visa interview experience
Status: approved
Karachi consulate
Initial greetings
*Passed i20 and passport*
VO: alright, *Top 10 MBA school Name*! 
Me: Yes I applied to two other unis for the tech concentrations and applied to this for the strategy concentrations. 
VO: why did you end up choosing this school? 
Me: well the other 2, Ross and Sloan rejected me so in a way this school chose me. 
VO: So 6 years in *MNC in Pakistan*?
Me: Yes, this is my fifth rotation in 6 years. Currently looking after business in Afghanistan and Pakistan. 
VO: Have you ever been to Afghanistan? 
Me: Nope, just look at it remotely with stakeholders across central Asia. Mainly to control cross border smuggling. 
VO:Okay, how are you planning to finance the degree? 
Me: the total cost of attendance is $240K USD for 2 years. 60K is scholarship and 180K is private loan. 
VO:*types quietly for a minute* Alright I am approving your visa. Congrats! 
Didn't check any supporting documents - just the i20 and passport. Also, I have a speech impairment (stutter) so informed the VO in the middle when I was having trouble.
"
140,"
*EDITITED*
F-1 Visa Approved Alhamdulilah
Visa interview date 11 march 2022 USA Embassy Islamabad
University of Illinois at Chicago
Bs Computer Science
Itep:4.6/6
Ielts:overall 6 (not less then 6)
And have also attempted SAT in 2019
Below is my interview:
*Waited for Visa officer to call me*
VO asked me to come with her hand
VO: Hi, Good morning
Me: *repeated same*
VO: Please pass me your documents 
Me: *Passed*
VO: Please place your four fingers.
Me: Right or left ?
VO: right
I placed it until vo  don't asked me to remove. 
*She reads my I-20*
VO: Why you are going to US? 
Me: I am going to US to pursue my Bs of Computer science from UIC
VO: How will you cover your expenses?
Me: My father is sponsoring me
VO: What is his source of income? 
Me: He is govt employee, He owned an agriculture land and have dairy farm on 2 kanal his average annual income is 8 million. 
VO: Have you ever been outside your country? 
Me: unfortunately I haven't been outside as I was stuck in my studies,  so it will be my first time.
VO: Do you have any relatives in US? 
Me: No
VO: What are your plans after completing your degree?
Me: I have planned to return to my country as Pakistan is growing stronger in CS sector and it is also estimated that it will contribute to 10% of nation's GDP. Recently govt of Pakistan have made free lancing tax-free and... (She interrupts me) 
VO:How many brother and sister you have? 
Me: Told
VO:Are they elder or younger than you? 
Me: Told
VO: OK give me 2 mins
*She keep writing on computer for almost 1.5 min*
VO: Congratulations your visa is approved, You will get your passport in 4 working days.
*Passed me blue slip*
Me: Thankyou
on 16 march I got my passport with Visa Alhamdulilah.
vmb9oP.com
Photos from Missing Yor's post
bcB90IXI1PqUKMZGBrtEr6sy3oDf9PkyzuVN2uGOydgK9I
"
141,"
Allhamdullillah visa approved in 3rd attempt today..i am sharing all my three experiences so it would be a lengthy post..
1st interview (24Feb)
islamabad 8 am
I was very nervous..visa officer was not looking in a good mood he rejected a visa in front of me..
Me:Good morning Sir
V/O: 
pass me ur i20 and passport 
me:Here it is
V/O: Which university you are going for
me:California state university
V/O: how much universities you have applied 
me:2 sir
V/O: Why you are going to this university 
me: I was telling about my university and why i choosed that
V/O: Sorry i can't approve ur visa try next time 
me:ok
I was very disappointed..i couldn't understand what should i do but some how i gain power to apply again
2nd interview (03rd March) 8:am
islamabad 
lady V/O:Good morning 
me:Good Morning mam
how are u
V/O: am good please pass me ur i20 and passport 
me:sure mam
V/O: which university you are going for
me: California state university 
V/O:Who is sponsoring you
Me:My father 
V/O: What he do
me: told about my father's business 
V/O:Oh i can see you are already rejected once
sorry i can't over turn my colleague decision..you should change something in ur profile and u r most welcome to try again
Me:Ok thanks mam
Again dishard
But i didn't loose hope
When i came to know about usa embassy is open for students i decided to try again
3rd attempt (08October)08:am islamabad 
I was the 2nd to be interviewed..1st one rejected in front of me
V/O:Good Morning 
Me:Good Morning sir..how are u
V/O:am fine ..how you are doing 
me:am doing great
V/O: Pass me ur i20 anx passport
me:Sure Sir
V/O:Why u are going to usa
me: i am going for bachelors in business 
V/O:Oh i can see u r already rejected twice in this year .Now u have changed ur university..Why?
me: Told that this university is good in all aspects as compared to my previous one..-and last time v/o also told me fhat i should change something 
V/O:Ok..Do u remember what's was the yearly fee of ur previous university 
me:told
V/O:Who is funding u
me: My father 
V/O:Can i see prof of his earnings 
me:Sure passed my father's bank statement
V/O: took around 5 minutes and typed something 
V/O: where u live here in pakistan 
me: told
V/O :again took sometime
i was shivering and very much nervous but i didn't show these expressions 
V/O:Ok congratulations i am approving ur visa enjoy ur stay
me:Couldn't explain my feelings in words 
thank him in 4-5 times
he also started smiling 
It was my whole journey..after the hardships of 1 year finall i achieved what i wanted..it's all because of my parents prayer and my faith
finally i want to thanks some group fellows who supported me in thi journey
Rafay Rehman
 
Fahad Fadi
 
Engr Musab Ahmed
 
AbdulRehman Amjad
 Thanks alot to four of u ..
You guys motivated me alot
ByGqC3.com
Muhammad
Allhamdullillah visa approved in 3rd attempt today..i am sharing all my three experiences so it would be a lengthy post..
1st interview (24Feb)
islamabad 8 am
I was very nervous..visa officer was not looking in a good mood he rejected a visa in front of me..
Me:Good morning Sir
V/O: pass me ur i20 and passport 
me:Here it is
V/O: Which university you are going for
me:California state university
V/O: how much universities you have applied 
me:2 sir
V/O: Why you are going to this university 
me: I was telling about my university and why i choosed that
V/O: Sorry i can't approve ur visa try next time 
me:ok
I was very disappointed..i couldn't understand what should i do but some how i gain power to apply again
2nd interview (03rd March) 8:am
islamabad 
lady V/O:Good morning 
me:Good Morning mam
how are u
V/O: am good please pass me ur i20 and passport 
me:sure mam
V/O: which university you are going for
me: California state university 
V/O:Who is sponsoring you
Me:My father 
V/O: What he do
me: told about my father's business 
V/O:Oh i can see you are already rejected once
sorry i can't over turn my colleague decision..you should change something in ur profile and u r most welcome to try again
Me:Ok thanks mam
Again dishard
But i didn't loose hope
When i came to know about usa embassy is open for students i decided to try again
3rd attempt (08October)08:am islamabad 
I was the 2nd to be interviewed..1st one rejected in front of me
V/O:Good Morning 
Me:Good Morning sir..how are u
V/O:am fine ..how you are doing 
me:am doing great
V/O: Pass me ur i20 anx passport
me:Sure Sir
V/O:Why u are going to usa
me: i am going for bachelors in business 
V/O:Oh i can see u r already rejected twice in this year .Now u have changed ur university..Why?
me: Told that this university is good in all aspects as compared to my previous one..-and last time v/o also told me fhat i should change something 
V/O:Ok..Do u remember what's was the yearly fee of ur previous university 
me:told
V/O:Who is funding u
me: My father 
V/O:Can i see prof of his earnings 
me:Sure passed my father's bank statement
V/O: took around 5 minutes and typed something 
V/O: where u live here in pakistan 
me: told
V/O :again took sometime
i was shivering and very much nervous but i didn't show these expressions 
V/O:Ok congratulations i am approving ur visa enjoy ur stay
me:Couldn't explain my feelings in words 
thank him in 4-5 times
he also started smiling 
It was my whole journey..after the hardships of 1 year finall i achieved what i wanted..it's all because of my parents prayer and my faith
finally i want to thanks some group fellows who supported me in thi journey
Rafay Rehman Fahad Fadi Engr Musab Ahmed AbdulRehman Amjad Thanks alot to four of u ..
You guys motivated me alot
"
142,"
Visa APPROVED.
Location: US Consulate General Karachi
Program: Data Science
University: Stevens Institute of Technology.
First attempt.
We greeted each other.
VO: pass me documents
I passed.
VO: Why this univesrity?
Because data science program at Stevens is offered by mathematics department which adds a lot value to my teaching career back here in Pakistan.
Which all universities did you apply?
I applied to Pace University and got the admission too.
Where did you do BS from?
Institute of Business Administration Karachi.
Why not do the MS from your own country?
My future goal is to teach data science and machine learning in Pakistan and a degree from US help me with it a lot.
Who is sponsering you?
I have to scholarship plus I have taken student loan.
Do you have any relatives in the USA?
No, I don't.
What will you do after completing studies?
I want to come back and teach at IBA or LUMS.
And he said, sir your visa is approved and you'll be sent your passport within 2-4 business days
That's it. Interview lasted for 2-3 minutes.
TIP: Make your answers 'I'll return back to home country' oriented. Say I'll return after studies without saying I'll return after studies.
"
143,"
Visa Interview Experience!
Status: APPROVED! Alhamdulillah.
Karachi Consulate 
Masters in Engineering Management
Interview date: 16 June 2023
Time: 8:00 AM
VO  was a lady in her early 30’s
Me: Hey! Good Morning Mam
VO: Good Morning, How are you?
Me: I am Fine, what about you?
VO: I am fine too. Thanks for asking. Pass me your documents.
Me: Sure.
VO: So what are you going to study?
Me: I am going to pursue my Masters degree in Engineering management from XYZ University.
VO: Which degree have you recently completed?
Me: I completed my Bachelors in Mechanical Engineering from XYZ University in karachi.
VO: When did you graduated?
Me: I graduated in October 2022.
*She was constantly typing on computer, there was 5-6 seconds gap after this question, so I started telling her that when I was in USA  in 2021, so I visited this university physically and met the ABC professor and ABC Professor, they both cooperate with me so much, and Dr. ABC gave me whole university tour, and also show me the research facility of Engineering management including all labs.*
VO: You were on your pleasure trip so why did you go to this city? As it is not a tourist city. Did you just go to specially visit this university?
Me: No no, I was on tour of Las vegas, los angeles and Orlando but in last I visited this city because my cousin live just 30 minutes away from this city, and he was giving me tour of beaches and several museums, during that I saw this university and planned to visit it on other day. My cousin is also a F1 student, studying in XYZ University.
VO: Oh Ok! So you were visiting your cousin in that city.
Me: Yes Mam.
VO: In how many universities did you applied?
Me: I just applied in this university, because I have physically visited this university so I was well aware of this university and city. As my CGPA is …….., so you know there are few better universities where we could apply.
VO: *nodded her head* Yes, you are right.
Me: As there is no consultant involved in my case, all I have done by my own after doing proper research between few universities. Rather than wasting my money and time by applying to several universities, I just focused on few universities and finalized this one. I also got a scholarship of ……… amount.
VO: You have done a good job! So what’s your plan to do ahead, I mean in which sector do you want to do certifications or job?
Me: I want to go towards the sustainable energy sector, as my FYP was also regarding that so I have much information on sustainable energy. 
*I explain here my FYP in few lines*
VO: Interesting. So tell me about your masters degree that is there just generally engineering management or you have to take any selective sub-field in that?
Me: In this university, there are several sub-field under engineering management, such as robotics and automation, supply chain management, civil engineering focus, Industrial Engineering focus, Mechanical engineering focus and chemical engineering focus.
VO: So, what you are going to pick?
Me: I will choose mechanical engineering focus, as my bachelors is in same field so I have a vast knowledge of it.
VO: Right! Why did you want to do masters degree?
Me: If I would be just having bachelors degree so it would be having not that much worth. If I want to get promoted to higher level so I must have a masters degree too. Well, I selected this program rather than selecting same program as my bachelors, the main reason is that if you want to go to management level post like to the highest post like CEO, so you must have management degree. What mostly engineers do is that they pursue simple MBA for this reason, and I think that if I would be doing MBA which is a business degree, after my BE Mechanical, so it would be like that I am throwing my technical field degree in dust bin. Therefore, I choose this program which is combination of management and engineering fields.
VO: Ok, right! What are you doing right now like are you studying any course or doing any job or something else?
Me: I am currently working in XYZ company as a mechanical engineer, you may see in my application that I have written NO in job section because when I booked my appointment so till then I was unemployed, but after 2 days of it I got a call from my CEO for vacant position of mechanical engineer. This is the same company where I had done my 2 months internship in month of December and January, as I was having a good working relation with my CEO so I asked him during my last days of internship that if there would be any vacancy of engineer post so he must let me know. I’ll be going on study leave, and it has been granted to me along with surety that when I will be back so I will be promoted to XYZ post due to my masters in engineering management. Do you want to see those letters?
VO: No, I don’t want to see anything, just you tell me verbally, its ok.
*she was constantly typing, so to gain her attention I start talking about my Exchange program trip to USA in 2016, where we were guest of University of Toledo, after hearing this she start talking to me again*
VO: So how long was your trip?
Me: It was just for 15 to 16 days, and I also got just 20 days visa for it. You may see it in my passport.
VO: Yeah, most of the time for exchange program, only limited time visa is granted. So, when you were in that city where you are going to do masters, what did you like there and what did you didn’t like?
Me: I love it, the calmness, its nature and the people are so much caring and lovely. There is not a single thing which I could say that I didn’t like. 
VO: Not a single thing! There must be anything that you may have thought that this shouldn’t be like this?
Me: No mam, seriously, there is not a single thing like that. That whole city is amazing.
VO: Good. Ok! (She start smiling ) So I am approving you visa. Good luck for your trip to USA. Hope you will like it. Well, we are also conducting pre-departure orientation ( she gave me blue slip along with the orientation pamphlet), I would suggest you to register yourself and must attend this, it would be helpful. 
Me: Sure Mam, I will definitely come to attend this. Thank you so much.
Me: Bye mam, have a nice day.
Vo: Thank you, you too.
"
144,"
Visa Interview Experience 
Visa Category: F1
Visa Status: Approved
Interview Date: 5th July,2022
Embassy: Islamabad… 
See more
"
145,"
Visa Approved!
F1
13th June 11am
Visa Officer (VO), young white man
1st attempt
Islamabad Embassy
Interview
VO: Pass your documents, Why US?
Me: (passed i20, passport, DS160 and a picture), started explaining...
US offers a comprehensive PhD program extending from 4 to 6 years...
VO: Which Program?
Me: PhD in Biomedical Engineering
VO: What will be your research focus?
Me: I will be working on advancement of cardiac MRI to improve heart disease diagnosis...
VO took 1:20 to 1:40 minutes typing, probably searching my words to see my field
VO: What was your Masters Program?
Me: This is a Masters leading to PhD program, I have not done Masters yet.
VO: So, how you plan to pay for your studies?
Me: This is a fully funded position. I have been awarded with research associate position in my lab ... (VO interrupted me: ""hold on"") probably checking my funding info on i20
VO took 30 to 40 seconds,
VO: Your visa is approved, make sure to take your I20 back with you, (he passed i20 and picture to me)
Interview Tip: Dont disclose much technical information that can be about sensitive fields (TAL) which may lead to Administrative Processing (AP), VO is a non-technical person, try to explain to him in a layman way.
Profile:
BS Electrical Engineering 2021
Only University Applied to : The Ohio State University, Columbus
Thanks to this group members, I learnt a lot from other people's experiences here and now sharing my experience with the same intension.
"
146,"
Karachi consulate,
MS in CS
08:45 am
1st attempt 
*Approved*
We 
great eachother.
Passed the documents.
VO:Which course are you going to study in the US?
Me: MS in CS.
VO: what are you going to study in MS?
ME: well i am  interested in Machine learning as i wanted to teach that course back here in Pakistan.
VO: so are you going to do Phd as well?
ME: currently, I don't have such plans.
VO: what is machine Learning?
Me: approach to train computer to behave like humans.
VO: what?
Me: To draw algorithms to train computer model for human like behaviour.
VO: so you're going for Machine learning only?
Me: (I got confused and said yes)
VO: she was like, means you're only going for ML course?
Me: No, I am going to stay 2 years in Us, it is a complete master's degree program and i will take other courses too.
VO: what other courses are going to study in TU?
Me: cyber security, algorithms, bioinformatics, computer architecture.
VO: how many total universities in you apply?
Me: 9 unis and she asked names and stoped me on 5th name and said alright.
VO: how you come to know about these unis?
Me: well, i came to know abt these unis via USNEWS and college fair.
VO: So you come to know about TU uni in educational expo here in Pakistan, so you met with TU representative?
Me: No, i found TU via USNEWS.
VO: who is sponsoring you?
Me: I have a scholarship plus i have taken student loan.
VO: show me loan documents?
Me: shared. And she asked few questions on loan.
VO: what your parents do?
Me: My father passed away in 2010 and my mom is home maker.
VO : brothers and sisters?
Me: one of my brother is a government employee and other working in private sector and my sisters are all married.
After that she handed me blue slip and said your visa is approved.
My personal experience: only confidence matters.
"
147,"
F1 Visa Interview
University: Stony Brook
Program: PhD Computer Science (fully funded)
Location: Islamabad Embassy
Status: Approved and Issued
Interview was scheduled at 8 30 but took place around 2pm. 
VO asked me the following questions:
1- Why are you going to US
For PhD 
2- Why Stony Brook? 
My research was aligned with their faculty. Plus they offered me a fellowship which made me more inclined towards them.
3- Who's sponsoring you? 
My program is fully funded and is enough to cover my tution and living expenses.
She was pretty confused on how I'm going for a PhD right after bachelors. Made her understand in a very casual way.
VO started typing for a long minute and half and handed me the blue slip.
Interview: 31st May 
Status updated to Approved: 31st May
Updated to Issued: 1st June
Collected: 2nd June
Just keep it simple, straight forward and casual. Take it as a conversation not an interview. Be yourself. 
Best of luck, Champs
You got this!
"
148,"
Date: 26 September
Embassy: Islamabad
Status: approved (I had a prior refusal in 2022 in B2)
Appointment time: 7:45
The 
embassy was quite empty when I arrived and I believe I was the 4th or 5th person in the interview when counters opened.
Visa officer was a young American lady and pretty nice and friendly.
VO: Good morning! How are you doing?
Me: I am fine thank you for asking. How are you?
VO: I’m good. Why are you going to US?
Me: I’m going there to pursue my masters in business analytics from the University of Central Oklahoma.
Me: alright! Why did you choose this uni?
Me: Actually my sister referred this university to me initially since she is already studying in the US and then I researched about it from my end as well. I found the coursework to align quite well with my future goals because I plan to join the banking sector of here as a business analyst and there was this specific course of predictive analytics I really wanted to study since it is quite useful in the banking sector and UCO offered it so I went with it and everything seemed good. I also scored a partial scholarship.
VO: Ok so two of your sisters study over there?
Me: No my elder sister is studying over there only.
VO: And what is she studying over there?
Me: she is doing her associate in nursing.
VO: who is sponsoring her?
Me: my father.
VO: so he is also going to sponsor you right?
Me: Yes entirely
VO: What does he do?
Me: He is a senior executive at a bank over here.
VO: which bank?
Me: Bank of Punjab, it’s a government bank.
VO: what is his exact grade?
Me: Executive vice president.
VO: Nice. Do you have any travel history?
Me: Yes I went to Saudi Arabia in 2016 with my entire family and recently went to UAE in December 2022.
VO: Great. Do you know anyone else in the US?
Me: not from my fast family but my brother in law is also over there.
VO: I see. (Spent almost 30 seconds typing something on the computer and then came the final verdict)
VO: congratulations your visa has been approved. Thank you for coming. You will receive your passport in almost a week. Have a nice day.
Me: Thank you so much. Have a nice day!
The overall time of interview was 4-5 mins I think at max and the entire time, I tried my best to stay confident and keep a nice smile on my face. The officer was quite understanding and took interest in what I said. Also, main thing is surprisingly all 3 people before me and 2 people after me got their visa accepted.
This group honestly helped me a lot in the preparation and even though I was quite nervous till the end (because I had a few weak things in my case; my sister was studying in the US, her daughter was born there and is a US national, my entire family already has valid visas, I have been previously refused), I believe I aced the interview. 
Also, ARGO Visa’s Youtube channel is honestly very very useful.
"
