,Text
10,"
My visa got rejected by beautifull lady (visa chahe laga na lage tareef krni chahia)
Hello.
me:hello mam
She:your purpose of Visit
me:tourism and want to met my sister and nephew
:What are you doing here
me:I am doing business from last 5 years and recently started a new venture as well
:Did you travel before to any country
me:Yes recently i travel to Saudi arabia 
she:How many days you will stay
me: i will stay for 15 days 
I am well confident alhamdullilah but jo Allah ko manzor...
"
11,"
Embassy: Karachi
Status: rejected
26th  may 2022
VO: Good morning
Me: 
Good morning 
VO: (after passing documents and after scanning fingers) why are you going to US
Me: I'm going to study masters in computer science from westcliff university 
VO: Why this university
Me: I have chosen this university because it's offering the courses that I was looking for. I'm working as a consultant and I have to get expertise in (mentioned 4 subjects). These fields are very important for my consultancy position is offering courses related to all these subjects.
VO: Do you have any travel history
Me: No sir
VO: Who's sponsoring you
Me: My father
VO: I can't give you visa, reason is mentioned on this slip.
he rejected all 5 person,they were first in line also 2 person on my back when i asked outside the consulate. boys and girls both rejections
"
12,"
F1 rejected
Date: December 6th, 2021
My friend case not mine
Los angeles Community college
Major: fashion design and merchandise
Me: Good morning, Officer!
Vo: Good morning young man how are you today?
Told and  fingerprint done
Vo: So why do you wanna go to USA?
Me: To pursue my two year diploma in fashion and design 
I have also BBA from pakistan ,i will just get 2 year us diploma for my business startup
Vo: Why did you choose this field?
Me: I have a background related to fashion and design ,i just started my business with some textile industries ,wana get more expertise and command on this field 
Vo: Who is gonna sponsor you?
Me: My husband and show him pakistani bank statement
Vo: What does he do?
Me: he is student in usa and own business in pakistan ,i run his business now he is coming and me going to get related studies of actuall business which we doing in pakistan. 
Vo: How many siblings do you have and what do they do?
Me: told.
Vo: Have you ever been to any other country before?
Me: No
Try your luck next time  please tell me where i am wrong and what can i do next time changes
"
13,"
Guidance required from seniors
F1 visa rejected on 7 Dec,2023
Applied through a consultant. He took Rs.6 lacs, a big blunder I made to apply through a consultant. He took assurance to get me a F1 visa 100%. I know that were fairytales(US dollar machine, billionaire, odd jobs then pay your fee, send money home)
One 
of my relative referred him and now he has become stranger too.
Consultant is asking to pay appointment fee again.
My profile:
No bank balance
No proper job experience(in my father’s business and already done with Mba. Consultant didnot show my MBA, and I applied for another Mba)
My situation is quite financially vulnerable
Savings: 1 million PKR
My plan was to get study visa for future immigration. Not for study purpose.
Should I go for another attempt with this profile?
Or 
Should I go for Middle east to find jobs, earn money then again apply for F1 visa??
How to get my credentials from consultant,i.e: US DOCS ID Passwords, etc.
I have wasted the whole year 
Really required your suggestions.
"
14,"
F1 Visa Rejected for Bachelors Degree.
I’ve been rejected by the US Consulate at Karachi.
Interview Date:3 september 2019.
Me:good morning sir.
VO:good morning.
VO.Can i see your I-20?
Me:Sure.(with a smile)
VO:tell me about the university you are planning to go?
Me:Westcliff unvi CA.
VO:What city is your school located in?
Me:Irvine CA.
VO: Which all universities did you apply to?
Me: webster university ,westcliff university,louisiana university.
VO: So why Westcliff?
Me: Sir, this university is the best match for my profile in terms, of course, curriculum and finances.
VO:Who is sponsoring your education in the US?
Me:my father will sponsor me.
VO:when your semester starting?
Me:next month 17oct.
VO started typing something....
VO: Sorry sir, I cannot issue you a visa today
Me: Thank you and left.
All my hard work and dreams came down crashing in less than 1 minute.
is it worth to try again?
"
15,"
Aoa,
F1,F2 visa
Interview date: 6 December 2023 8:30 AM
Status: Rejected 214(b), white slip
Reason: Failure to Qualify For Reasons Other Than Failure to Show Ties
VO: 
Why going to this university?
Me: I want to persue degree of MBA business analytics from wilmington university because i want to start my own retail pharmacy business in pakistan
Vo: (asked husband) what you do here.
Husband: explained
Vo: explain about your course content
Me: explained
VO: Who’s sponsoring you?
Me: my sister is sponsoring us she has annual income of 45k$
Vo: any relatives in us.
Me: yes sister she is citizen in usa and govt employee there. 
The VO was barely looking at me and only typing. 
Can any body tell me where i went wrong. 
University already mentioned on my i-20 that i have the funds for 9 months=$27k
"
16,"
7th Dec 
Karachi consulate
Rejected 
F1
Counter: 6 
lady 
in late 40s
She was rejecting almost everyone. 
VO: good morning 
Me: good morning 
VO: so why are you going to the US?
Me: I am going to persue Mba from
Lamar university 
VO: why mba?
Me: because my background is from management studies and I want to persue my career as a senior manager in organization in Pakistan. It will provide me great exposure for…….. fumbled 
VO: you have a gap of 3 years what are you doing since then?
Me: I have been working as a manager accounts and finance in my father’s business.
VO: so your father is going to sponsor you?
Me: yeah my father will bear all expenses
VO: what is his business?
Me: he has a textile business
VO: what sort of textile business?
Me: dyeing and shading of denim related cloths and stuff.
VO: how many employees?
Me: the no of employees are 63
VO: sorry you can not qualify for the visa.
Hardly had an eye contact and was typing all the time. Interview lasted less than a minute.
I realized I made a mistake by not providing all
Necessary details of my father’s business that could be the reason of the rejection.
I am not going to appear in future. Depressed alot 
"
17,"
Hi group memmbers
F2 visa rejected last week ,is there any chance i can appeal or if i apply again what i need to improve
Vo: 
First question
      UNI Name
2nd 
question
Marriage date 
And certificate
3rd question
Did you travel outside the pakistan
=No
Why did ask more question and no saw marriage pics , 
Everything was geniun and clear.
"
18,"
To the people getting rejected: I know it may seem like that you are rejected for no reason and many of you have posted sharing your concerns that you are rejected and have expressed your frustration too. So let me explain you the major reason. Before I explain you the reason let me tell you that I have received two F visas and one J visa with no travel history before my first visa. Currently I am doing my PhD. So one of the major reason is Finances.
Let’s be honest when you 
show bank statements, are you really going to be using those finances? And VO knows that! They know that the 70 lacs you are showing many of you don’t intend to use that money and just showing it to get the visa. After you get the visa, you will start thinking how you will pay for your education. So if you don’t have a full-ride or a loan, or a TA or RA ship you won’t be able to pay for your education. Don’t be misled thinking that you will be able to make sufficient money with an on-campus job, the on-campus job is only sufficient enough to pay for some of your expenses such as food, bills and sometimes rent. You can’t pay tuition and health insurance with a part time job and working full-time or working off-campus during semesters is ILLEGAL! Majority of you are rejected primarily because of your finances because your finance story doesn’t make sense. VO knows the cost of living in US, and cost of tuition, they are mentioned on your I-20. So they are well aware that you won’t be able to furnish this amount and the bank statement that you showed is probably just to show so you can get that visa. 
Yes, not getting the visa is disappointing. But it will be more disappointing once you get to US and can’t pay for your expenses. So again if you don’t have a full-ride, A TA/RA offer or majority tuition scholarship, don’t think that you will be able to manage the finances. 
Hope this helps and clears some doubts. Don’t blame the embassy or the system because if you are eligible for visa, you will get one but if you know deep down that “I am just showing these statements to get visa, I won’t be using this money” than know that VO knows this and you won’t get the visa. 
Best of luck!
"
19,"
I got rejected 2 times 
islamabad consulate
profile:Ics in 2020
53 percent in intermediate
ielts 5.5 band
my first 
#interviewexperience
 on 9th June (South dakota state university)Rejected
Second on 6th july (Rejected)
missouri state university
Bachelour in business adminitration and mangement
American lady 26 years old
(she was a very rude she rejected everyone)
time-8:am 
Vo: Good morning
Vo:which university are u going for?
me:im going to missouri state university.
Vo:your finger is already...?
me:i was rejected on 10th june.
vo:who’s sponsring u?
me:my father will bear my all of expenses.
vo:what does he do for living?
me:mujha laga vo ko smjh ni ai again (my father will bear....!)
vo:again what does he do for living?
me:sorry (smjh e ni ai)
vo:same question?
me:my father owns one bricks company and he is a zonal manger in ... company.
vo:how many employees working in your father business?
me:estimated 35+
vo:did u change in your profile tum 1 month ma dobara interview dena ae ho ???
me:no im only change my university this is better than my previous university.
she typing on computer 1 minutes than she rejected me and say us rules are very strict.
me: i say why r u rejected me ?
vo:she say reason mention on this yellow slip.
(Classes start from 15 august)
Seniors Please guide kren k ab kia changes krni chiya next time ya 3rd time ni jana chiya .
Koi chance hai lagna ka ya waste e krna hai paisa .
"
20,"
GOT REJECTED 3 TIMES 
1st Attemp.
Date: 1st june
Karachi consulate.
Status: refused
Vo :Are you student here in pakistan?
Me: Yes i am currently student at MAJU university with 100% scholarship.
Vo:What is your course?
Me: BSCS
Vo: What you learn about computer science in school?
Me: Computer science is the study of computer technology, both hardware and software. However, computer science is a diverse field; it include algorithms,AI,IT,etc.......
2nd Attemp
Date: 30 june
Karachi consulate
Status:Refused
Vo:  Why you choose this university ?
Me: St cloud State University  is one of the top rank University in Minnesota and also the university gave me the scholarship of 7906$ which will beneficial for  my sponsor. the faculty ratio of university is also high as a result students interact with the professor or teachers easily.
Vo: Why you choose computerscience?
Me: i see a huge perspective in this field technology keeps evolving day by day Studying computer science will help me to develop many skillsand also Computer science graduates are in high demand all over the world as a result i will find plenty of job opportunities in this field.
Vo: Who is sponsoring you? 
Me: My father.
Vo what does he doo?
Me: told. 
Vo: Last time you rejected have you change anything in your profile?
Me:No
Vo: Are you student here in pakistan?
Me: Yes i am currently  in xyz university with 100% scholarship.
Vo: What are you studying in pakistan?
Me: Same BSCS
Vo: Semester?
Me: First
Vo: sorry you are not qualified for the visa 
Me. Can you tell me the reason?
 Vo.
.
3rd Attemp.
Date: 17 August 
Karachi consulate.
Status: refused
I went to the counter the officer said pass me your documents. gave the (i20 and passport) put your left four fingers on scanner after that he said sit down on the chair and wait when i call you back. After that he got up from the chair and went somewhere back. and then he call other two people for the interview. first one got approved and second reject. After that he calls my name and interview began.
VO. Why you going to usa?
ME. To complete my further education from st cloud university.
VO. Why you choose usa?
ME. well USA was the only country that comes on top having top qualified professor the avalibility of all kinds of program top ranking universities are there so these all things inspired me to select USA.
VO. Did you change anything in your profile?
ME. No 
VO. You write this? and when?
ME. Yes on 15 august. (i wrote something on refusal section on ds160)
VO. So is this your desire (while reading that what i wrote on my ds160)?
ME. YES (and i think this is reason of rejection)
furthermore at that time i think he said that (is this your desire to study in USA) but then i realize the question is (is this your desire to do employment in usa in companies like Google,Amazon,Facebook)
VO. said sorry i know you are a genuine student but you are not qualified for the visa.
 ME. Can you suggest me to change something in my profile?
VO. while giving the 214b white slip ( read this carefully)..
"
21,"
Vissa status : Rejected F1 vissa 
Counter # 6 VO seems Korean 
Date : 21 march 
VO: Why are you going Usa?
Me: 
to do my bachelors degree in computer science.
VO:why only USA? 
Me: well,it is most popular destination for international students.as you can’t compare the quality of education of US to any other country specially when it comes to it sector.it’s graduates are highly demanded all over the world.
VO:How did you got your admission in the university?
Me:I uploaded my academic documents in the university portal and got accepted from them,Got my I-20 . 
VO:Have you ever visited outside pakistan ?
Me:No
VO: how many universities did you apply ?
Me: 3
VO: and how many accepted you?
Me: 2 of them 
VO:why did you specifically choose Wright state university?
Me: I chose Wright state bcz of its computer science college and course curriculum,They provides the most advance courses and provides a lot of internship opportunities to there students.Moreover I got an scholarship of around $28k So I would be glad if I got a chance to avail the scholarship.
VO:who is going to sponsor you?
Me:my mother.
VO:what does she do?
Me:She is a business women,She owns a school.
VO: Sorry you are not eligible.
I don’t where I went wrong or may be my answers were not well. and what if I apply for 2nd attempt? Does students get the vissa in their 2nd 3rd attempt?
"
22,"
I was rejected for this upcoming fall semester. 
To improve my application, I need to find a good ranked university.
The MS programs I am looking for are
Data science
Data analytics
Business Analytics
Computer science
Unfortunately my CGPA was 2.95. But I have a over 2 years of relevant work experience. Hence looking for names where i can get accepted with the CGPA and without mandatory GRE.
After my research many universities are saying that they might consider, but they usually don't. Had the same experience last term alot of money was wasted on application fees.
I will be very thankful if someone suggest me good universities with good rank for the spring semester.
"
23,"
Alert 
My visa was rejected third time yesterday. 
I went for 3rd attempt after 45 days since second attempt. 
Visa 
officer said I can't give you visa because you were rejected two times before but I give you one advice, "" Don't waste your 185$, you will get same answer. Just give yourself some time "". 
Note: I changed universities in all three times. I knew this could be red flag but i thought as long as i have explanation, it won't be an issue. And I was laid off two months before than interview. So I appeared unemployment there but had two years of work experience. 
Question: I have to wait but how long ? Even if i waited, there is strong possibility that i won't get visa because now i have three rejections.  
I'm going to start my another job soon. 
I'm thinking for Fall 2024. 
What else should I do ? 
I'm worried even if i change my profile and waited, still they may reject by seeing three rejections. 
Betray by seeing rejections but don't want to give up. 
Please give me suggestions.
Rana Ibrar
"
24,"
REJECTED 1ST Attempt for F1 Visa
Previous Applied for B1/B2 Visa 3 time 2016,2018,2020
Interview Date: 20/12/2021
Consulate, Karachi
University: DePaul University, Chicago
Vo: 
good morning
Me: good morning officer
(Fingerprint done)
Vo: so why you choose this university 
Me: 
1- talk about the ranking
2- talk about they allow us to choose the area of interest
3- talk about professor that they are highly graduated all are PhD holders
4- talk about student graduated from DePaul university work wild range of industries 
Vo: what's your area of interest
ME: my interest is on Artificial Intelligence 
Vo: when was your graduation degree completed
Me: in 2016 from their onwards I am working as a web developer in abc company 
VO: What your future plan after completing the degree?
ME:
1- talk about return back to family
2- talk about here wild range of job opportunity will be available
3- talk about want to be a machine learning engineer 
4- tells the average salary around 4,6 laces per month
Done
Please guide should I go for 2nd intake on coming days classes will be start on 1 week of Jan but I can join till Feb. 1 month grace time available 
Thank you in advance
"
25,"
Visa rejected
Isb embassy
3rd august
Uni: concordia university chicago
VO was a white lady (chubby in appearance) 
She 
rejected another girl infront of me within a minute or probably less than a minute
1-Which university you are going for?
Concordia university chicago
2-In which program?
Mba with a healthcare management specialization
3- who s your sponsor
My uncle is sponsoring me
4- what does he do?
He owns chain of bakeries told her the name of bakery
Then she asked how many branches
I told the number of branches
And then she gave me yellow slip
Should I apply again?
Or give up?
"
26,"
F1 Visa rejected 
I have done my research on my own for the last 06 without any consultant.
University: Westclift university , Irvine California 
Course: Doctorate in business administration 
Interview date: 25 August 2022 
Time slot: 08:00AM
Interview time: 12:15AM
VO was young Man ( he was already tired after having session with pakhtoon couple both parties were unable to understand eachother. he called translator and have a long session with them.)
Islamabad embassy 
Interview starts:
Me: Good Morning Officer (in a loud clear and confident way that he literally looked at me with that expression)
VO: Good morning 
VO: so you are going to study in US?
Me: yes, officer 
VO: Which university?
Me: westclift university Irvine campus California.
( he went for 5 mins then came back to his seat)
VO: how did you find this university?
Me: on PhD study portal there is a recommended list of 36 universities which are offering DBA program and Westclift is at no 3... (he interrupted)
VO: who is your sponsor ?
Me: I myself and l'm fortunate to have my father's support along side.
VO: what is your current salary?
Me. I'm withdrawing **** Rs as current monthly salary, Moreover I'm getting rent from my commercial property and share from our family business.
VO:in which company are you working?
Me: xyz company
VO: what? which company?
Me: told him again (it's MNC)
 VO: what's the duration of your study?
Me: 3 years
VO: who is going to support your family?
Me: I'm having commercial property, getting rental on monthly basis, share from our family business moreover my wife is a teacher, kids are school going they have a settled routine here and I don't don't want to disturb their routine just for 3 years.
VO: what you are going to do after DBA?
ME: I have been granted study leave from my employer. I will come back to my country and rejoin my company at execution level position. Moreover, the leadership behaviour, community development tools, work ethics and managerial skills that I will learn from United States will definitely desiminate In my homeland country.
he start binding the documents again but the passport ( once for a while I congratulate my self k Lagta k visa lag Gaya but at the same time VO handed over me the yellow slip and passport too)
......
I asked for the reason he said you are unable to show home-tie 
seniors please guide me accordingly.
what changes I have to make in my profile?
Pzv0aSe.com
Photos from Ammara Sobaan's post
vRb3XangN5hWPeesoMdkA4XQgKFoX
"
27,"
rejected 2014B
24th august Islamabad embassy 9.00 am
(profile) i have already done MS (control science from china)
applying for MS computer science
me hello how are you doing (no response busy on screen)
VO 
where are you going 
me i'm going to pursue my master in computer XYZ university 
VO what have you done in your gape (i think that was the main cause of the rejection) with 2 factors 
i have been teaching as lecturer (VO) where (in different universites) silence some seconds (i think there i should to lead the conversation) 
(factor 1 i think i should named them)
factor 2 i also should to tell them about my previous MS control science i was quite i think he might ask me about the previous MS but he didnt 
when he was silent i asked him can i show you my work experience letter (VO no need)
VO who is your sponser 
my brother 
VO what he does 
me (he is running a business)
VO which 
me (he is an authorized dealer of honda compnay bikes)
VO any relatives or friends in USA 
NO 
VO How many university have you applied 
me i have applied three universities and named them at the third
university name i little bit forget name and little bit fumbled but i named 
after all he hand me a yellow slip 
please tell where i was wrong 
i think i should lead on my gap (should mention my ms from china he didnt asked and i didnt tell)
seniors guide please
"
