,Text
10,"
Alhamdulillah 
Got my visa approved
Anyone from Chicago here?
Here is my experience 
Firstly its my first attempt 
VO WAS A LADY
VO: WHY U CHOOSE THIS STATE ILLINOIS 
ME BCZ THEIR WEATHER SUITS ME PLUS THE WEATHER OF MY CITY IS COMPARATIVELY SIMILAR WITH THIS CITY CHICAGO 
VO why are u going to Us
Me i am going to pursue my masters in energy systems from Illinois institute of technology 
VO  HOWS YOU SEARCH THIS UNIVERSITY 
ME I HAVE FOUND IT ON LINKEDIN 
VO WHO IS GOING TO MANAGE YOUR EXPENSES 
ME MY FATHER
VO WHAT DOES HE DO
ME HE IS A PRIVATE BUSINESSMAN,,,,,,,,,,,
VO TOTAL NUMBER OF EMPLOYEES 
ME ANSWERED
WHATS YOUR FUTURE PLANS
ME I WILL START MY OWN SOLAR POWER COMPANY......
VO CONGRATULATIONS YOUR VISA IS APPROVED 
ME THANKS 
THATS IT
POSITIVE POINT OF MINE IS THIS I WAS NOT PANIC AT ALL
I JUST CONVERSATE WITH HER as a friend
"
11,"
***APPROVED***
LOCATION KARACHI
TIME SLOT 8.30
BUSINESS ANALYTICS (MS)
INTERVIEWER: INFAMOUS ASIAN
NO GRE
NO IELTS
GPA 2.86
Date: 8th June.
DISCLAIMER: My interview was very different from others so please don't take it as a guide as I don't want to mislead anyone.
After preparing myself for straight 20 days I went for an Interview, I was prepared for every kind of question, but there was something else written in my fate.
VO DID NOT ASK ANY COMMON QUESTIONS LIKE:
Why US? 
Why this university?
Rather he started like this
1) what are your daily responsibilities in your current job?
2) what does your father do? (Convinced with my one word ANSWER)
3) what are your plans after graduation? (Told him the names of 3 it companies name where I'm aiming to work at)
4) do you have any relatives? I said yes because I didn't want to lie
5) will you leave the current job? I said yes (btw I just joined that job 20 days ago)
Conclusion: All that time he was behaving as if the decision is already decided because he seemed too uninterested to hear my answers. It was like as if he was just completing a formality nothing else.
In a nutshell, for me US F1 VISA IS TOTALLY DEPENDS ON LUCK BECAUSE I HAVE SEEN A HEC FUNDED PHD LEVEL GUY GETTING REJECTED WHOSE PROFILE WAS 4X STRONGER THAN MINE.
BUT GO WELL PREPARED AND BE CONFIDENT. I ALSO GREETED HIM IN A VERY LOUD VOICE. Also don't forget to pray and take your mother's prayers as they can do wonders.
GOODLUCK!
Thankyou 
Rana Ibrar
 for helping me throughout this journey.
"
12,"
F2- Dependant 
Status:  Alhamdu lillah Approved
December: 8th 2023
Islamabad
Q: 
When did you get married? And Did you meet your husband before marriage?
Ans:  on xyz date and no.
Q: Who is your sponsor?
Ans: My husband cousin. 
After typing for a minute, your visa is approved.
F1
Status: Approved
December 8th 2021
Islamabad
I am currently on OPT.
Q: Which university are you going to?
Ans: Texas A&M 
Q: Who is your sponsor?
Ans: My cousin. 
Me:
Do you want me to show you bank statement or affidavit of support
Officer: No need
Typing for 40 seconds to a minute. Congratulations your visa is approved.
"
13,"
VISA APPROVED on 18 March 2022
Passport received on 26 March 2022
US Embassy, ISLAMABAD
Interview time: 9.00 AM.
Applied to University of North Texas by submitting only application fee 70$ and received I 20 and now visa approval
Course: Masters in Construction management 
First Attempt
Visa Officer: female age 38
Applied through : consultant 
Note: MUST READ TILL END
VO: Hello good morning how are you?
ME: I am fine maam.
Vo: Give me your documents.
Me: Handed over my documents to her.
VO: Put your fingers for print
ME: fine
VO: Q1. Which course u applied?
Me: I applied for construction management 
VO: Q2.Tell me about your undergrad degree?
ME:. Its Civil engineering 
VO: Q3. Have you applied to other universities
ME: yes i applied UIL, IIT, ASU and UNT as received postive response from all. 
VO: Q4.  Where did you graduated from?
ME: University of Engineering Technology Taxila    
VO: Q5. Who is supporting you?
ME: My father
VO: Q6. Have u ever been to any country? 
ME: Yes went to Dubai and Azerbaijan for tourism
VO: Q7. What you father do?
ME: .He is a contractor 
VO: Q8. When did your degree completed?
ME: 2020 Sept 
VO: Q9: What were you doing in this study gap?
ME: Worked as a construction manager in my fathers company
VO: Q10.Ok tell me will u come back to pakistan? 
ME: for sure 1st want to come back for my father and his company 
And secondly for my country to support and implement my skills in every field of construction. 
After typing for 2minutes 
VO: Wellcome to the state. Your passport will be delivered to you in 2 to 4 business days.
These questions are so simple but in a way its more difficult for those students who are feeling hesitation in front of visa officer.
So the thing all students have to do is Just be confident and look in the eyes of the visa officer. Don’t lie about anything, they already have your background data and talk to them what they ask in simple words. 
Again i want to say that its not dependent on the University u graduated or have been to any country. Main thing is confidence
Special thanks to sir junaid, group admin and all members who are helping everyone.
8TF2qncS.com
Muhammad
VISA APPROVED on 18 March 2022
Passport received on 26 March 2022
US Embassy, ISLAMABAD
Interview time: 9.00 AM.
Applied to University of North Texas by submitting only application fee 70$ and received I 20 and now visa approval
Course: Masters in Construction management 
First Attempt
Visa Officer: female age 38
Applied through : consultant 
Note: MUST READ TILL END

VO: Hello good morning how are you?
ME: I am fine maam.

Vo: Give me your documents.
Me: Handed over my documents to her.
 
VO: Put your fingers for print
ME: fine

VO: Q1. Which course u applied?
Me: I applied for construction management 

VO: Q2.Tell me about your undergrad degree?
ME:. Its Civil engineering 
 
VO: Q3. Have you applied to other universities
ME: yes i applied UIL, IIT, ASU and UNT as received postive response from all. 

VO: Q4.  Where did you graduated from?
ME: University of Engineering Technology Taxila    

VO: Q5. Who is supporting you?
ME: My father

VO: Q6. Have u ever been to any country? 
ME: Yes went to Dubai and Azerbaijan for tourism

VO: Q7. What you father do?
ME: .He is a contractor 

VO: Q8. When did your degree completed?
ME: 2020 Sept 

VO: Q9: What were you doing in this study gap?
ME: Worked as a construction manager in my fathers company

VO: Q10.Ok tell me will u come back to pakistan? 
ME: for sure 1st want to come back for my father and his company 
And secondly for my country to support and implement my skills in every field of construction. 

After typing for 2minutes 
VO: Wellcome to the state. Your passport will be delivered to you in 2 to 4 business days.
These questions are so simple but in a way its more difficult for those students who are feeling hesitation in front of visa officer.
So the thing all students have to do is Just be confident and look in the eyes of the visa officer. Don’t lie about anything, they already have your background data and talk to them what they ask in simple words. 
Again i want to say that its not dependent on the University u graduated or have been to any country. Main thing is confidence
Special thanks to sir junaid, group admin and all members who are helping everyone.
"
14,"
Interview Status: Approved
Date: Sept 2013
I see a similar post where a member shared his/her past approval process so I wanted to share mine as well to give our members some confident
My 
interview took only 2 to 3 minutes and I still remember our conversation
I passed my i20 to interviewer and he asked following questions.
IO: Which University?
Me: Webster University, st louis MO
IO: Which program
Me: MS Finance
IO: Who is sponsoring you?
Me: My father and handed him his business card.
He did look his card for few minutes. Not to mention i did bring all bank statements, educational documents with me but he didn't see anything
After few moments, IO said I am approving your visa Congratulations. No further questions asked why this program etc!
I remember when I was leaving embassy with smile, the security guard said you are the 1st person till now who is going out with smile 
Now after almost 10 years, i am US citizen already.
No, i did not over stayed my visa, nor filed for asylum or looked for short cuts here. I did finish my masters, opt, employer sponsorship and then citizenship. If you think getting married with US citizen will give you a chance here, so be prepared there is a chance if you are honest but getting married here to obtain citizenship only will not only put your immigration application as fraudulent but also you may be banned from getting US citizenship. It was easy before to get immigration through this way but not anymore.
There is NO short cut in US immigration. If you are already here, focus on the purpose why you are here. Concentrate on your studies and take it from there. Trust me, even after studies if you dont get any chance of immigration here, with your US educational degree, you can achieve so much anywhere. All the best!
Those who are applying for visa, good luck to you all. If you don't get it please don't get disheartened. Its all about luck and destiny. As everyone wants to live American life, its not easy at all 
"
15,"
F2 visa interview, 4th January 2023, 7:30AM
Status: Approved
Embassy: Islamabad 
Questions asked:
1. What is the name of your spouse university
2. 
In which degree he's enrolled
3. Who sponsored your spouse 
4. When did you get married
5. How many people attended wedding 
6. How did you meet /was it arranged marriage
"
16,"
F1 visa approved Alhamdulilah
19 May Islamabad 
Time 10.00 am 
VO was a pretty young lady. 
She 
greeted me properly and said good morning first. Even she asked me how are you doing. 
She asked why this university, and I directly said because I got fully funded scholarship from this university. 
 what kind of scholarship you got? Either it is teaching assistantship or reserach assistantship. I told 
Then she asked me about past work experience and I told about my visiting lecturer university job. 
Then she asked, what will you do after completing this degree from USA. I told that I am intended to join academia. (Some sentences modification) Pardon 
She gave me a blue slip sayıng congratulations your visa is approved. You can collect your passport from the selected location after a week or within a week. I don't remember exactly. 
Posting this so that people can get some better thoughts and motivation. Because only limited success stories are posted here and I was so stressed after reading rejection stories. 
May Allah bless and guide us in His righteous path. 
Good luck
"
17,"
VISA APPROVED
Date: 19thMay 2023
Program: PhD in Engineering Education (Fully funded)
University: State University of New York at Buffalo
location: US Embassy Islamabad
VO 
was a middle aged lady with glasses
Me: Good Morning Officer (Meanwhile I had already passed my passport, I 20, SEVIS and DS-160)
VO: Good Morning. Is it your first time here?
Me: Yes, I have never been here before.
VO: So where are you going?
Me:  I plan to go to SUNY Buffalo for my PhD in Engineering Education and it is a fully funded offer with an assistantship.
VO: How did you come to know about this PhD?
Me: Well the desire to do my PhD in this field stemmed from my surroundings. Throughout my educational and professional career, I noticed that Engineering is considered to be male dominant field. Somewhere deep down I wanted to change that and for this exact reason I plan to do my research in “Diversity and inclusion in Engineering education”.  (I was not interrupted at all by VO so I kept on talking). Although PhD in this field is being offered by other US universities as well but I chose this university cuz I had read a few research papers of Prof xyz so I dropped  her an email expressing my interest to work with her to which she replied then we had a zoom a session and she agreed to supervise me provided I can get myself admitted by meeting the requirements of graduate school. I then applied at uni portal and not only did I get admitted but I was also offered a full scholarship.
That was a long answer but I just did not wanna stop until I was interrupted so I kept going.
VO:  So you have assistantship?
Me: Yes I do have it.
VO: So what exactly would you do in your research?
Me: There would basically be 3 major research questions and then went on to state all 3 of them.
VO: Tell me how as a male you came to realize the underrepresentation of women in engineering?
Till now, VO would ask me a question and then would start typing on the computer and would occasionally make an eye contact. But after asking this question, she took both her hands off keyboard and placed on the table as if she was very eager to listen to my answer.
Me:  When I was doing my bachelors, there were only 2 girls in a class of 50 people. During the fours years of my professional career, there was only a handful of representation of female members of the society and even those who were there, they would put in a resign after sometime. So I always had it in back of my hand that if we are not taking measures to make our educational institutes diverse and inclusive then we would have to bear severe economical repercussions.
VO: Do you have bachelor's in STEM?
Me: Yes, I did my bachelor's in electronics engineering.
VO: Which school would you be joining in UB?
Me: School of Engineering and Applied Sciences.
VO kept typing for few seconds and then out came the golden words. Your visa is approved and she handed me over the blue slip.
Well in my view giving confident answers by maintaining  eye contact with the VO does make a massive difference. VO did not ask for anything from me not even my own CV. The other thing is being proactive in the interview can pass you off as someone who knows what he is doing.
"
18,"
Visa interview experience. date 11th april.
 decision : Approved Alhamdulillah
This was my third interview.
every thing was same this time. gave my last interview 1 month ago.
First vo was the one who rejected me last time and she told me to go to next counter and she said best of luck 
Me: good morning officer.
Vo : good morning .
Me : how are you 
Vo im good pass me  your documents
me : sure.
Vo: you have already done your fingerprints. 
me : yp
Vo: so, is there someting you wanna say that you couldn't say last time 
Me: yes officer i have alot to say this time cause i believe last time i was unable to convey my answers well to officer last time but this time i have worked alot on my communication skills.
Vo : hmm 
Me :  well i was rejected both time under 214 b which states i have weak ties with my home country 
And honestly i totally disagree with that reason . i mean every thing  dear to me is in pakistan . my friends,  my family , my fathers business which i intend to take over in future is in pakiatan . why wouldn't i come back to pakistan .
Vo: ok so south allamaba .
Me: yes , actually i have already changed my uni ones. 
Vo: kept looking at me .  i felt i need to say something . 
Me , well i gave my first interview with minisota state university but i was rejected so i changed my uni to university of south alabama .
Vo: and why did you do that? 
me: well to update my profile .
Vo: no i mean why did you change it to this one .
me : well my intention was to study at south alabama since the beginning but i got my offer letter from minesota state uni first so i gave my interview with that one . 
vo : started  typing 
Me: actually i thought my i 20 from this uni is still valid till 5th may So, lets go with the flow and give it a  try again and see what happens. 
Vo: ok. so which course ? 
Me: it's bachelors in business administration with management as my major .
vo: whats your last qualification? 
Me : well i did my college in ics stats. 
Vo: college you did your bachelors ? 
me : no no Its intermediate in Computer science with stats.
Vo: so, why you changed you course i mean u did Cs last time now its bba . 
Me : well it was ics with stats and stats is a business subject . and my course in this uni also has some computer related subjects like organizational Applications and use of computer application to enhance a business productivity .
Vo: alright . 
Me : actully my intention is to takeover my fathers business in future  and this course will help me acquire the required managerial skills  for that .
Vo:  Alright . i see you have a sibling in spain .
Me:  yeah my sister is in spain . 
Vo : what is she doing there ? 
me : well shes a housewife .
Vo : so what does her husband do? 
me : well my brother in law owns a restaurant in barcelona . 
Vo: and which status does your sister have there .
me: well she is a permanent resident there. 
vo: and how she got there . 
Me: well my brother in law came to pakistan and they were a distant reletives of ours and They got married and after the marriage  she went to spain as she has to be with her husband .  there was no need for her to stay here . 
Vo : Ahn . well can i see your dads bank statement . 
Me: yeah sure give a  minute .. here . 
Vo: checked it and said Alright .
Vo : so your brother is doing his master which field he has chosen . 
Me : yeah he is foing his masters in it from comsat lahore . and i also wanna mention that i was influenced by him in a way . i mean he use to say . my professor has studied in Usa . he kinda use to brag about it ( said that with a laugh ) 
So i thought well if im doing bachelors lets do it from usa . As a us institutions degree is well distingushed across Globe . 
Vo : alright . then a long pause he kept typing i knew  the decision is coming . and i knew im getting rejected . 
 suddenly Vo : Well im taking a chance with you so dost waste it . 
Me: i didn't understand what he mean and suddely he passed the blue slip . and said congrats i have approved you visa . Enjoy 
Me: thank you very much officer you just made my day . i dont even know what to say now im out of words 
Vo: i can undertand well dont forget to take you i20 along with your luggage . 
Me : thanks again and when will i get my passport 
Vo: with in a week. 
Me: Alright bye  
( during the  whole interview i  was chill . cause i was prepaired to be rejected and was kinda enjoying the talk) 
  .
"
19,"
Visa Approved 
Karachi Consulate 
8 December
VO was Bread American
VO: 
Please pass your documents (passport and I20)
VO: Why do you want to go now?
I want to pursue a master's degree in Buisness  Administration program for university of new heaven.
VO: Why this program?
It is a growing field and related to my undergraduate degree as well as my father Buisness. 
VO: Who is your sponsor?
My sponsor is xyz and he has a business based in pakistan. (Gave some details of his business here to avoid usual follow up questions regarding sponsor. 
VO: Your visa is approved. 
The interview was of one minute at max. I have seen many student rejected before me I was really nervous.
"
